TAXON;Records_1921-1940;Records_1941-1960;Records_1961-1980;Records_1981-2000;Records_2001-2020;Trend_mediterranean;Trend_alpine;Trend_atlantic;Trend_boreal;Trend_continental;;;
Andrena pontica;0;0;0;0;5;NA;NA;NA;NA;NA;;;
Andrena potentillae;5;9;4;15;71;NA;0.00456890908529899;NA;NA;-0.104054515474654;;;
Andrena poupillieri;0;0;4;0;48;NA;NA;NA;NA;NA;;;
Andrena praecox;503;563;921;1845;6707;NA;-0.110342721002093;-0.0319099616372218;-0.162899401314985;-0.00527398360598873;;;
Andrena probata;1;0;1;28;94;NA;-0.0225780790085318;NA;NA;NA;;;
Andrena producta;6;4;7;7;1;NA;-0.0516141250283993;NA;NA;-0.200654152781149;;;
Andrena propinqua;59;20;108;335;645;-0.052795204746844;-0.0406293985280861;0.0142644463233313;NA;-0.0206767231465699;;;
Andrena proxima;192;211;296;388;1518;NA;NA;NA;NA;NA;;;
Andrena pruinosa;1;2;0;13;4;NA;NA;NA;NA;NA;;;
Andrena pusilla;34;27;6;20;66;-0.140443770249792;NA;-0.0728726015895223;NA;0.00386967588224357;;;
Andrena quadrimaculata;0;0;0;0;1;NA;NA;NA;NA;NA;;;
Andrena querquedula;0;0;0;0;1;NA;NA;NA;NA;NA;;;
Andrena ramosa;0;0;0;0;2;NA;NA;NA;NA;NA;;;
Andrena ranunculi;1;4;12;27;325;0.113666766043107;NA;-0.169670137709125;NA;NA;;;
Andrena ranunculorum;0;0;6;21;13;NA;0.0183764299106303;NA;NA;NA;;;
Andrena relata;0;0;0;19;25;NA;NA;NA;NA;NA;;;
Andrena rhenana;7;5;45;62;78;NA;NA;NA;NA;NA;;;
Andrena rhyssonota;0;2;16;22;70;NA;NA;NA;NA;NA;;;
Andrena robusta;1;0;1;0;0;NA;NA;NA;NA;NA;;;
Andrena rogenhoferi;15;9;16;68;83;NA;-0.0106673373564852;NA;NA;-0.0104309499167006;;;
Andrena rosae;128;205;118;50;613;0.0936042666851507;-0.0443537448226136;-0.0255293284746486;-0.032954512639966;-0.0302259887739821;;;
Andrena rotundata;0;0;1;1;0;NA;NA;NA;NA;NA;;;
Andrena ruficrus;205;349;729;771;2972;NA;0.024201742975618;-0.0191873814240881;-0.115978842208061;-0.00947821505937474;;;
Andrena rufizona;22;5;21;55;129;NA;0.0172489861614894;NA;NA;-0.0938012229906473;;;
Andrena rufula;0;1;0;10;25;NA;NA;NA;NA;0.131955925306275;;;
Andrena rugothorace;0;0;11;11;3;NA;NA;NA;NA;NA;;;
Andrena rugulosa;2;5;12;27;35;-0.0749020858425432;NA;NA;-0.0304038631566182;-0.00242786090140181;;;
Andrena russula;174;236;405;500;1035;0.00114117704524504;-0.00322864165098405;-0.0478162472518535;-0.0628073402996158;-0.0466575409909543;;;
Andrena saettana;0;0;3;0;0;NA;NA;NA;NA;NA;;;
Andrena sandanskia;0;0;5;10;5;NA;-0.0463309197071463;NA;NA;0.0196247970284083;;;
Andrena sardoa;0;7;17;38;98;NA;NA;NA;NA;NA;;;
Andrena saxonica;3;0;6;110;60;NA;NA;NA;NA;NA;;;
Andrena schencki;103;105;60;51;156;NA;NA;NA;NA;NA;;;
Andrena schlettereri;0;0;0;3;0;NA;NA;NA;NA;NA;;;
Andrena schmiedeknechti;14;0;2;6;29;NA;NA;NA;NA;NA;;;
Andrena schulzi;0;0;1;13;41;NA;NA;NA;NA;NA;;;
Andrena scita;1;0;6;22;30;-0.15409364038159;0.236926879324073;NA;NA;0.417517375442221;;;
Andrena scotica;683;649;4020;7264;11685;NA;NA;NA;NA;NA;;;
Andrena semilaevis;419;622;1156;2492;4046;-0.029017417835672;0.00204133005488697;-0.0399573345308996;-0.287512763979068;-0.0354139719453267;;;
Andrena seminuda;0;0;0;0;17;NA;NA;NA;NA;NA;;;
Andrena senecionis;15;6;122;123;168;NA;NA;NA;NA;NA;;;
Andrena sericata;5;14;1;0;2;NA;NA;-0.493135168493152;NA;-0.17445705565581;;;
Andrena serraticornis;0;0;0;1;1;NA;NA;NA;NA;NA;;;
Andrena sibthorpi;0;2;0;0;0;NA;NA;NA;NA;NA;;;
Andrena sillata;0;0;1;0;0;NA;NA;NA;NA;NA;;;
Andrena simillima;18;7;15;91;78;NA;-0.127563209624584;-0.0290852412922452;-0.00847475419084636;-0.0769830913053731;;;
Andrena simontornyella;1;2;26;54;91;0.00601206964839349;0.0446979960457995;-0.000152772049033507;NA;0.0816965521168155;;;
Andrena solenopalpa;0;0;0;4;3;NA;NA;NA;NA;NA;;;
Andrena soror;1;0;0;0;0;NA;NA;NA;NA;NA;;;
Andrena sphecodimorpha;0;0;1;7;7;NA;NA;NA;NA;NA;;;
Andrena spreta;2;2;60;107;164;0.033963557006914;-0.0217462172782611;NA;NA;0.0725322857116467;;;
Andrena stabiana;8;2;2;7;44;0.0631263029911446;NA;NA;NA;-0.0963176796826917;;;
Andrena standfussorum;0;0;0;1;11;NA;NA;NA;NA;NA;;;
Andrena strohmella;54;53;136;489;1117;NA;0.0672150226585019;0.0185340447717863;NA;-0.00314961028532035;;;
Andrena subopaca;487;914;2386;5588;11159;-0.0263528214026608;0.0378885068347756;-0.013390949090257;0.0072984747918836;-0.0352636774368679;;;
Andrena suerinensis;3;11;73;37;87;NA;NA;NA;NA;NA;;;
Andrena susterai;1;0;1;7;3;NA;NA;NA;NA;-0.01619891072923;;;
Andrena symphyti;0;5;11;22;32;0.0241388910500327;0.016371911495672;NA;NA;0.0331627565309382;;;
Andrena synadelpha;30;64;323;733;662;NA;-0.0794308287855028;-0.0143985386428654;NA;-0.120066774465883;;;
Andrena taedium;0;0;0;0;1;NA;NA;NA;NA;NA;;;
Andrena taraxaci;2;11;57;19;34;-0.0754888795113253;0.0399496703344812;NA;NA;0.0167336273470968;;;
Andrena tarsata;300;305;480;580;1446;NA;0.00640236610930847;-0.0190101215615366;-0.0676287098170506;-0.0165831071671997;;;
Andrena taxana;0;0;1;1;0;NA;NA;NA;NA;NA;;;
Andrena tenostra;1;0;0;2;0;NA;NA;NA;NA;NA;;;
Andrena tenuiformis;1;0;0;3;1;NA;NA;NA;NA;NA;;;
Andrena tenuistriata;3;12;142;198;200;-0.0411112359261879;0.0942488829964342;0.118986236674492;NA;NA;;;
Andrena thomsonii;0;2;3;2;11;-0.0174515258894977;NA;NA;NA;NA;;;
Andrena thoracica;113;173;325;715;974;-0.0155235995524618;-0.0559859023867826;-0.0514008220099828;0.0211925178910382;-0.0283476036708479;;;
Andrena tibialis;176;277;538;1026;2442;NA;-0.186030923608817;-0.0286241322610271;0.00950408311787454;-0.0926396393719943;;;
Andrena tomora;0;0;1;0;1;NA;NA;NA;NA;NA;;;
Andrena torda;0;0;0;1;4;NA;NA;NA;NA;NA;;;
Andrena transitoria;0;1;2;0;0;NA;NA;NA;NA;NA;;;
Andrena tridentata;2;2;0;0;0;NA;NA;NA;NA;NA;;;
Andrena trimmerana;86;106;358;1157;867;-0.0300094743970694;0.0591224148444835;-0.0273339354465683;NA;0.00753184856950117;;;
Andrena tringa;0;0;1;7;0;NA;NA;NA;NA;NA;;;
Andrena troodica;0;0;2;0;0;NA;NA;NA;NA;NA;;;
Andrena truncatilabris;17;1;13;22;94;NA;NA;NA;NA;NA;;;
Andrena tscheki;0;14;4;3;2;NA;NA;NA;NA;-0.0963925235854899;;;
Andrena tunetana;0;0;11;17;2;-0.0288642932195995;NA;NA;NA;NA;;;
Andrena ungeri;0;0;7;3;1;NA;NA;NA;NA;NA;;;
Andrena urdula;0;0;1;0;0;NA;NA;NA;NA;NA;;;
Andrena vacella;0;0;3;1;1;NA;NA;NA;NA;NA;;;
Andrena vaga;191;431;449;899;17616;NA;NA;NA;NA;NA;;;
Andrena varia;0;0;0;0;2;NA;NA;NA;NA;NA;;;
Andrena variabilis;8;22;44;104;77;NA;NA;NA;NA;NA;;;
Andrena varians;126;233;532;379;314;NA;NA;NA;NA;NA;;;
Andrena varuga;0;4;0;6;30;NA;NA;NA;NA;NA;;;
Andrena ventralis;86;102;203;292;2521;NA;0.0106543948317226;0.0609086545314069;-0.0224090978456332;-0.0349016942786776;;;
Andrena ventricosa;26;12;28;29;43;NA;NA;NA;NA;NA;;;
Andrena verticalis;0;54;267;232;206;-0.00814512790171457;NA;NA;NA;NA;;;
Andrena vetula;7;16;31;62;43;-0.0170902766925678;NA;NA;NA;NA;;;
Andrena villipes;0;3;27;68;58;-0.0449391409865315;NA;NA;NA;NA;;;
Andrena viridescens;19;26;26;158;500;NA;0.059582569828908;0.143375653158039;NA;0.0194121527799821;;;
Andrena vocifera;0;0;2;0;10;NA;NA;NA;NA;NA;;;
Andrena vulcana;0;0;77;1;16;NA;NA;NA;NA;NA;;;
Andrena vulpecula;2;11;46;66;33;NA;NA;NA;NA;NA;;;
Andrena westensis;0;0;1;5;1;NA;NA;NA;NA;NA;;;
Andrena wilhelmi;1;4;15;7;4;-0.107796385472869;NA;NA;NA;NA;;;
Andrena wilkella;469;890;1412;2356;6938;-0.00458025179227561;0.0111663784679634;-0.033207263304991;0.0022031155785631;-0.0117250647050113;;;
Anthidiellum breviusculum;0;0;9;16;32;NA;NA;NA;NA;NA;;;
Anthidiellum strigatum;119;287;455;608;2652;-0.0365435003660778;0.0298902985025573;0.0490208220387306;-0.038549179641665;0.0566439269690273;;;
Anthidiellum troodicum;5;2;31;4;4;NA;NA;NA;NA;NA;;;
Anthidium caspicum;0;0;0;7;0;NA;NA;NA;NA;NA;;;
Anthidium cingulatum;8;7;79;40;47;-0.0157190650752982;NA;NA;NA;-0.0398884954711694;;;
Anthidium dalmaticum;13;4;2;5;19;0.0613780467892608;NA;NA;NA;NA;;;
Anthidium diadema;1;6;16;26;25;NA;NA;NA;NA;NA;;;
Anthidium florentinum;5;42;374;179;561;NA;NA;NA;NA;NA;;;
Anthidium loti;3;13;147;83;56;NA;NA;NA;NA;NA;;;
Anthidium manicatum;442;772;1250;1777;8278;-0.00963019463884126;-0.0110664381806305;0.0291184270924224;0.0221671535332814;0.0209932166704117;;;
Anthidium montanum;17;19;16;40;105;NA;0.0097995020398047;NA;NA;-0.00390574891378118;;;
Anthidium oblongatum;158;150;242;429;2005;NA;NA;NA;NA;NA;;;
Anthidium punctatum;257;299;400;524;4506;0.00320477042935955;0.00866904114233406;0.0110534543309632;0.0157486171567178;0.0408236055375285;;;
Anthidium septemspinosum;5;4;7;12;44;NA;0.0518866088397323;NA;NA;0.0370101874695759;;;
Anthidium spiniventre;0;0;20;1;8;NA;NA;NA;NA;NA;;;
Anthidium taeniatum;3;26;112;15;27;NA;NA;NA;NA;NA;;;
Anthidium undulatiforme;0;0;0;0;2;NA;NA;NA;NA;NA;;;
Anthidium undulatum;1;2;7;0;5;-0.00312209020874922;NA;NA;NA;NA;;;
Anthophora aestivalis;333;76;279;620;1350;-0.0174543151561132;0.0344958969087321;-0.0313381378712464;NA;-0.0127939331766008;;;
Anthophora affinis;4;12;92;143;53;-0.0423776337877543;NA;NA;NA;NA;;;
Anthophora agama;20;17;67;68;74;-0.0850751680576322;NA;NA;NA;NA;;;
Anthophora atriceps;0;5;18;70;51;0.196285690778979;NA;NA;NA;NA;;;
Anthophora atroalba;0;24;65;121;258;0.0156020643845941;NA;NA;NA;NA;;;
Anthophora balassogloi;0;2;0;0;0;NA;NA;NA;NA;NA;;;
Anthophora balearica;0;0;70;1;67;-0.0882810619698847;NA;NA;NA;NA;;;
Anthophora balneorum;98;30;79;137;335;0.0772893692182683;-0.0162627470669782;NA;NA;NA;;;
Anthophora bimaculata;390;481;753;2008;3341;-0.0513229635814429;-0.0217424596115762;-0.00232077583950378;0.0196343846025491;-0.0101616851339051;;;
Anthophora borealis;17;16;0;6;0;NA;NA;NA;NA;NA;;;
Anthophora calcarata;0;0;0;4;11;NA;NA;NA;NA;NA;;;
Anthophora canescens;29;16;21;8;78;-0.0051610034262721;NA;NA;NA;NA;;;
Anthophora cincrea;1;0;0;0;0;NA;NA;NA;NA;NA;;;
Anthophora crassipes;40;26;65;92;80;-0.0702228567227034;0.0142115026043216;-0.116568483459765;NA;-0.0025105432134968;;;
Anthophora crinipes;141;54;199;224;480;0.00509914535682164;0.00901141306098365;NA;NA;0.0150480786937638;;;
Anthophora dalmatica;1;15;0;5;8;-0.0308758781604661;NA;NA;NA;NA;;;
Anthophora dispar;23;35;144;199;170;0.00946047328804613;NA;NA;NA;-0.0184479851925603;;;
Anthophora dufourii;1;28;7;24;22;-0.145980425872327;NA;NA;NA;-0.0797157470055325;;;
Anthophora femorata;0;0;54;67;75;0.0318462742744723;NA;NA;NA;NA;;;
Anthophora ferruginea;0;0;26;20;4;NA;NA;NA;NA;NA;;;
Anthophora fulvipes;2;3;1;4;5;0.0166304753642012;NA;NA;NA;NA;;;
Anthophora fulvitarsis;15;18;113;19;42;0.0119747243772775;NA;NA;NA;-0.188273677441696;;;
Anthophora fulvodimidiata;4;3;16;28;69;0.0186167318053242;NA;NA;NA;NA;;;
Anthophora furcata;477;749;834;2119;6485;NA;NA;NA;NA;NA;;;
Anthophora gallica;12;11;22;23;25;NA;NA;NA;NA;NA;;;
Anthophora harmalae;1;0;0;0;0;NA;NA;NA;NA;NA;;;
Anthophora hispanica;0;0;3;11;46;NA;NA;NA;NA;NA;;;
Anthophora leucophaea;3;5;12;60;35;-0.0823463929144736;NA;NA;NA;NA;;;
Anthophora mucida;53;30;124;154;138;-0.173972482237516;-0.0645244973227958;-0.00144463487743634;NA;NA;;;
Anthophora nigrovittata;0;1;3;10;27;0.0184971764891024;NA;NA;NA;NA;;;
Anthophora orientalis;19;1;1;0;50;-0.0267185111163722;NA;NA;NA;NA;;;
Anthophora plagiata;351;176;165;91;288;-0.0137355960141125;-0.0460943585763126;-0.0908795212345733;-0.107381254624503;-0.0681453071961457;;;
Anthophora plumipes;610;696;3401;6075;27912;0.0295786035681039;0.0266322018969115;0.0632461148078655;0.072169039030072;0.0395432357029135;;;
Anthophora podagra;2;4;4;10;16;-0.0720059317175222;NA;NA;NA;NA;;;
Anthophora pruinosa;0;1;20;16;2;0.0225106522043295;NA;NA;NA;NA;;;
Anthophora pubescens;184;110;80;59;149;-0.0759383297667267;-0.044718836436486;0.049173956834842;NA;-0.020182435416376;;;
Anthophora punctilabris;0;0;0;9;9;NA;NA;NA;NA;NA;;;
Anthophora quadricolor;2;3;0;18;0;NA;NA;NA;NA;NA;;;
Anthophora quadrimaculata;482;769;810;1558;4405;0.0165923839234476;-0.00891590309058165;0.00764242236309687;-0.00712952831643968;0.00757993024526625;;;
Anthophora retusa;565;906;363;442;2904;-0.0406470539527228;-0.0516395239388703;-0.0761795040727679;-0.0189687704940969;-0.0291681097927764;;;
Anthophora robusta;5;8;63;22;15;NA;NA;NA;NA;NA;;;
Anthophora rogenhoferi;10;0;0;0;9;-0.0326518698049402;NA;NA;NA;NA;;;
Anthophora romandii;2;3;5;82;72;-0.0524566517906982;NA;NA;NA;NA;;;
Anthophora rutilans;1;0;2;0;26;0.0160801059730141;NA;NA;NA;NA;;;
Anthophora senescens;2;4;22;32;11;-0.0194381842578118;NA;NA;NA;NA;;;
Anthophora sichelii;2;6;5;11;20;-0.0458227483851388;NA;NA;NA;NA;;;
Anthophora socia;1;0;0;0;5;NA;NA;NA;NA;NA;;;
Anthophora testaceipes;0;2;0;0;0;NA;NA;NA;NA;NA;;;
Anthophora ventilabris;0;0;2;6;0;NA;NA;NA;NA;NA;;;
Baccha elongata;5;7;74;290;776;NA;NA;NA;NA;NA;;;
Biastes brevicornis;0;0;5;4;15;NA;NA;NA;NA;0.174250892311903;;;
Biastes emarginatus;0;2;6;11;20;NA;NA;NA;NA;NA;;;
Biastes truncatus;16;23;169;12;86;NA;NA;NA;-0.0879650441678795;-0.0142670197838169;;;
Blera eoa;0;0;0;0;1;NA;NA;NA;NA;NA;;;
Blera fallax;9;11;26;104;323;NA;NA;NA;NA;NA;;;Alp
Bombus alpinus;90;184;224;40;622;NA;0.00918331409555677;0.0254634596964892;0.0633980552570805;NA;;;
Bombus argillaceus;45;15;9;68;251;0.722391199300898;-0.0306384727120361;NA;NA;-0.027048521464316;;;
Bombus balteatus;128;557;408;51;440;NA;-0.02388750601579;-0.0164410771894828;-0.0304827027247522;NA;;;
Bombus barbutellus;192;185;649;654;1622;-0.0181167006393167;0.0049646914857486;-0.0732056739728189;-0.0124156241070725;-0.00772852174013956;;;
Bombus bohemicus;474;1023;1183;3282;9989;-0.0212507203572784;0.0201476972303948;-0.000501110345912524;0.0171362273126543;0.0135788509722008;;;
Bombus campestris;285;462;1087;1402;5333;-0.0210250999507185;-0.0056858647071545;-0.0263151560385195;0.0260573473634856;0.0160786227416615;;;
Bombus cingulatus;31;95;305;25;756;NA;NA;NA;NA;NA;;;
Bombus confusus;24;44;11;18;88;NA;NA;NA;NA;NA;;;
Bombus consobrinus;73;433;266;25;787;NA;-0.0342493391938541;-0.0344078163202303;0.0133790615384477;NA;;;
Bombus cryptarum;125;189;294;620;1280;NA;-0.000777183052662596;-0.00957817661459949;0.000785725289598552;0.00937023217864478;;;
Bombus cullumanus;96;32;134;54;47;-0.237450678723175;-0.0444684116193696;-0.360345568481829;-0.0912500362062599;-0.257425978379987;;;
Bombus deuteronymus;0;0;0;0;2;NA;NA;NA;NA;NA;;;
Bombus distinguendus;452;357;289;337;1805;NA;NA;NA;NA;NA;;;
Bombus flavidus;84;124;318;135;468;NA;-0.0196120586089681;-0.013250922589095;-0.0253535315149233;NA;;;
Bombus gerstaeckeri;116;30;10;100;239;NA;0.0164824121673215;NA;NA;-0.0243425667547358;;;
Bombus haematurus;0;0;0;0;2;NA;NA;NA;NA;NA;;;
Bombus hortorum;1131;1831;3503;6499;26205;-0.0189028765155425;0.0168557562079083;0.0347788238393716;0.0115318693627447;0.0304918119890194;;;
Bombus humilis;692;790;643;1912;9558;-0.019284536137188;2980520801;-0.013556680690362;0.0113653146680968;-0.024638668957371;;;
Bombus hyperboreus;34;38;72;16;178;NA;0.00162639748519398;NA;NA;NA;;;
Bombus hypnorum;499;1252;1588;2112;28977;NA;0.0122118616960315;0.0836427917371129;0.0378813732101707;0.0230988455276049;;;
Bombus inexspectatus;4;0;39;7;59;NA;-0.173708198360179;NA;NA;NA;;;
Bombus jonellus;567;1681;2063;1373;7882;NA;0.000899526684431023;0.0101062273863264;0.00360077617487241;0.00734507183448766;;;
Bombus laesus;0;2;0;1;1;NA;NA;NA;NA;NA;;;
Bombus lapidarius;884;1354;3181;10882;63847;-0.027221055885321;0.0232917397028656;0.0634571165132876;0.0263987485971697;0.0436826528722021;;;
Bombus lapponicus;370;977;1250;144;723;NA;-0.0400160043376013;-0.0484769504720831;-0.0327249846928717;NA;;;
Bombus lucorum;847;2786;2820;4974;22899;NA;NA;NA;NA;NA;;;
Bombus magnus;35;446;184;140;649;-0.0514101365171894;-0.00633370408684122;0.00355119983133988;0.00687065115457058;-0.0303272381568645;;;
Bombus mendax;171;295;66;211;325;NA;-0.0225036283050385;NA;NA;-0.0209721194342726;;;
Bombus mesomelas;214;194;80;420;693;-0.0868991235176361;-0.0018952500634592;-0.0222773353093241;NA;0.00847007143709632;;;
Bombus modestus;2;0;0;1;6;NA;NA;NA;NA;NA;;;
Bombus monticola;229;334;473;917;2707;-0.0266339585399244;0.0133410116380965;0.0100252577535144;0.0118928428754387;-0.0390388862658963;;;
Bombus mucidus;70;97;51;166;362;NA;-0.00242297287765686;NA;NA;-0.0110568815173839;;;
Bombus muscorum;244;306;726;850;3693;-0.0556468488409132;-0.0251545282721812;-0.0023643574504827;0.00625847247482839;0.00249120070551956;;;
Bombus norvegicus;37;110;141;240;1685;NA;0.0199667842781462;0.00590188137055968;0.0266754226260291;0.0141361969583074;;;
Bombus pascuorum;1653;3783;7806;23906;105055;-0.0249736424114;0.0159851218134719;0.0661666513963914;0.0074525705439021;0.0362524278164658;;;
Bombus patagiatus;2;1;0;1;11;NA;NA;NA;NA;NA;;;
Bombus pomorum;122;114;15;5;16;NA;NA;NA;NA;NA;;;
Bombus pratorum;1282;2311;5026;10816;48302;-0.116301157807532;0.010736141874933;0.0434957152370759;0.0248075891973002;0.0259019778110423;;;
Bombus pyrenaeus;106;134;50;315;456;NA;0.00978925395261539;NA;NA;-0.0130838160854625;;;
Bombus pyrrhopygus;33;85;143;7;262;NA;NA;NA;NA;NA;;;
Bombus quadricolor;169;168;177;273;1676;-0.00569438928164137;0.00730381028270599;-0.0204117967486558;0.0151450804450117;-0.00693571630806802;;;
Bombus renardi;0;0;0;3;0;NA;NA;NA;NA;NA;;;
Bombus ruderarius;592;458;1348;1266;5869;-0.0391719459503223;0.00332207584251932;-0.0516866992467553;0.00677173098226333;0.000429471697714063;;;
Bombus ruderatus;275;134;288;154;681;-0.0610119040897978;0.0183909395752233;-0.0414986458227765;NA;-0.0322198536266651;;;
Bombus rupestris;247;429;615;932;5499;-0.011484387473166;0.00329728764308802;-0.00470310306335466;0.0302839067129323;0.0273989040470092;;;
Bombus schrencki;0;2;1;149;332;NA;NA;NA;0.872934665504626;NA;;;
Bombus semenoviellus;0;0;1;15;288;NA;NA;NA;0.267485712162613;NA;;;
Bombus sichelii;103;166;75;473;1022;NA;0.0237902027013627;-0.00449090647353233;NA;-0.0644266521815227;;;
Bombus soroeensis;744;1129;751;2181;11302;-0.157159370165044;0.0240187120704297;-0.0334495616261498;0.023793819220298;0.00559935153270857;;;
Bombus sporadicus;62;356;294;73;1444;NA;0.00594908757787135;-0.0465165656370387;0.00733232466905377;NA;;;
Bombus subterraneus;222;156;365;99;2685;-0.0142972887846281;-0.00454093864360647;-0.0687405530730315;0.0442339287058911;-0.00749403563725408;;;
Bombus sylvarum;388;449;662;734;7661;-0.0380453353412903;-0.00446130598717663;-0.046300842769264;0.0483882581374853;-0.00399630653412801;;;
Bombus sylvestris;363;771;1463;3155;8037;-0.0034056530589295;0.00404648081995911;0.00985239388840049;0.000373463022037571;0.0143969181721536;;;
Bombus terrestris;370;522;3366;8345;50352;-0.0227586877098269;0.0233258617449967;0.0456530792164413;0.122412733618656;0.0322964069448757;;;
Bombus vestalis;89;118;824;2727;6262;NA;NA;NA;NA;NA;;;
Bombus veteranus;275;360;428;452;789;NA;-0.0298499460770164;-0.0737125299999469;-0.0196267349734579;-0.0770893028864963;;;
Bombus wurflenii;449;1109;695;1143;3208;NA;0.0140014546179956;-0.0795026379820974;-0.0240651828998152;-0.0175889756292107;;;
Bombus xanthopus;0;0;0;4;1;NA;NA;NA;NA;NA;;;
Brachyopa atlantea;0;0;1;0;0;NA;NA;NA;NA;NA;;;
Brachyopa bicolor;12;6;29;119;357;0.117083607276312;0.00331183318544549;-0.0229669661570138;-0.0322788018115079;-0.0381700616374573;;;
Brachyopa bimaculosa;0;0;0;5;22;NA;NA;NA;NA;NA;;;
Brachyopa cinerea;4;4;5;8;22;NA;NA;NA;NA;NA;;;
Brachyopa dorsata;4;8;49;138;362;NA;-0.0367641995404435;0.039422592708711;0.0276439509263584;-0.00159657800412148;;;
Brachyopa grunewaldensis;0;0;6;6;23;NA;NA;NA;NA;NA;;;
Brachyopa insensilis;3;10;24;156;299;0.0580742825342462;0.09919721263452;-0.0134381941369701;0.0906634684545078;-0.0352150512038027;;;
Brachyopa maculipennis;0;0;0;13;32;NA;NA;NA;NA;NA;;;
Brachyopa minima;0;0;0;0;8;NA;NA;NA;NA;NA;;;
Brachyopa obscura;5;5;9;25;157;NA;0.0711498535258941;-0.0483817411853531;0.0474648222921597;-0.0631563289506419;;;
Brachyopa panzeri;5;3;19;46;140;NA;-0.000727304110024639;-0.0323566276158706;-0.021103980532704;-0.0148341650749452;;;
Brachyopa pilosa;7;19;82;351;858;NA;-0.012710896082932;0.00147660718454962;0.0360325480304125;-0.00753603344200632;;;
Brachyopa plena;0;1;2;9;12;NA;NA;NA;NA;NA;;;
Brachyopa quadrimaculosa;0;0;0;1;5;NA;NA;NA;NA;NA;;;
Brachyopa scutellaris;6;11;127;321;628;0.0446661492990333;0.00951633928499173;-0.0133778522613017;NA;-0.0100649305788065;;;
Brachyopa silviae;0;0;0;2;1;NA;NA;NA;NA;NA;;;
Brachyopa testacea;22;12;77;255;662;NA;-0.0175279479269633;-0.0246738138628616;0.00467583130297695;-0.0208661915731667;;;
Brachyopa vernalis;0;0;0;2;1;NA;NA;NA;NA;NA;;;
Brachyopa vittata;2;5;25;123;201;NA;-0.0254215326012441;-0.0208516225078591;-0.0411128220438931;-0.00676448098028042;;;
Brachyopa zhelochovtsevi;0;0;0;0;6;NA;NA;NA;NA;NA;;;
Brachypalpoides lentus;7;17;33;151;838;0.00159412993629221;0.0609250371067366;0.0063346114573577;-0.00994333276567139;0.0474129450172158;;;Alp
Brachypalpus chrysites;0;0;0;33;11;NA;0.0539526561491512;NA;NA;0.0729998740907428;;;Alp
Brachypalpus laphriformis;12;8;5;90;468;NA;0.0424536191999152;0.00717659031194537;-0.0348583022880741;0.0385491386995924;;;
Brachypalpus valgus;2;3;8;59;241;0.0359939926896172;NA;0.000791802556832815;-0.00489598034309681;-0.0144934821548773;;;
Caliprobola speciosa;2;4;3;60;330;NA;NA;NA;NA;NA;;;
Callicera aenea;0;0;0;1;1;NA;NA;NA;NA;NA;;;
Callicera aurata;0;0;5;14;22;NA;NA;NA;NA;NA;;;
Callicera fagesii;0;0;0;4;7;NA;NA;NA;NA;NA;;;
Callicera macquarti;0;0;0;0;16;NA;NA;NA;NA;NA;;;
Callicera rufa;0;0;0;0;4;NA;NA;NA;NA;NA;;;
Callicera spinolae;0;0;0;5;11;0.0813905952798328;NA;NA;NA;NA;;;
Camptopoeum friesei;0;2;20;0;0;NA;NA;NA;NA;NA;;;
Camptopoeum frontale;4;3;22;12;8;NA;NA;NA;NA;NA;;;
Camptopoeum nasutum;0;2;3;0;3;NA;NA;NA;NA;NA;;;
Camptopoeum variegatum;0;0;1;0;0;NA;NA;NA;NA;NA;;;
Ceratina acuta;0;0;2;1;2;NA;NA;NA;NA;NA;;;
Ceratina albosticta;0;0;1;0;0;NA;NA;NA;NA;NA;;;
Ceratina callosa;9;9;76;11;9;NA;NA;NA;NA;NA;;;
Ceratina chalcites;9;12;79;19;44;-0.0343219786522449;NA;NA;NA;NA;;;
Ceratina chalybea;39;23;77;107;359;NA;NA;NA;NA;NA;;;
Ceratina chrysomalla;0;0;1;0;0;NA;NA;NA;NA;NA;;;
Ceratina cucurbitina;126;83;290;339;941;NA;NA;NA;NA;NA;;;
Ceratina cyanea;120;114;664;993;3342;NA;NA;NA;NA;NA;;;
Ceratina dallatorreana;5;10;64;12;58;-0.0437257957687891;NA;NA;NA;0.581781937423875;;;
Ceratina dentiventris;10;3;17;12;28;NA;NA;NA;NA;NA;;;
Ceratina gravidula;4;4;1;3;35;-0.00946359466999161;-0.0336408880100632;NA;NA;0.0623968152400908;;;
Ceratina loewi;0;3;37;24;1;-0.540172928735002;NA;NA;NA;NA;;;
Ceratina mocsaryi;7;4;17;11;15;-0.0778068640184342;NA;NA;NA;NA;;;
Ceratina nigrolabiata;3;8;41;22;33;NA;NA;NA;NA;NA;;;
Ceratina parvula;0;0;7;4;33;0.19625367014083;NA;NA;NA;NA;;;
Ceratina saundersi;0;2;26;15;40;0.00595945072600931;NA;NA;NA;NA;;;
Ceratina teunisseni;0;0;9;1;0;NA;NA;NA;NA;NA;;;
Ceratina zandeni;0;0;2;0;0;NA;NA;NA;NA;NA;;;
Ceriana conopsoides;9;28;11;27;373;0.00495687685870879;0.0280789499925597;0.0229031348407859;-0.0283743701285686;0.00314400489218315;;;
Ceriana vespiformis;0;2;16;9;131;NA;NA;NA;NA;NA;;;
Ceylalictus variegatus;20;17;33;20;188;-0.0178014541063275;-0.0308684745331277;0.0853129547902967;NA;0.0507063823031798;;;
