Genus,Species,TAXON,European_Category,Taxa_group
Nomada,obscura,Nomada obscura,LC,Bees
Biastes,truncatus,Biastes truncatus,VU,Bees
Ammobates,verhoeffi,Ammobates verhoeffi,NA,Bees
Anthophora,dispar,Anthophora dispar,LC,Bees
Anthophora,nigriceps,Anthophora nigriceps,LC,Bees
Anthophora,crinipes,Anthophora crinipes,LC,Bees
Nomada,insignipes,Nomada insignipes,LC,Bees
Melecta,mundula,Melecta mundula,NA,Bees
Amegilla,ochroleuca,Amegilla ochroleuca,LC,Bees
Tetralonia,ruficornis,Tetralonia ruficornis,DD,Bees
Anthophora,quadricolor,Anthophora quadricolor,DD,Bees
Nomada,rubricollis,Nomada rubricollis,LC,Bees
Nomada,posthuma,Nomada posthuma,LC,Bees
Thyreus,picaron,Thyreus picaron,LC,Bees
Anthophora,borealis,Anthophora borealis,CR,Bees
Ammobates,muticus,Ammobates muticus,LC,Bees
Nomada,discrepans,Nomada discrepans,LC,Bees
Eucera,spectabilis,Eucera spectabilis,NA,Bees
Eucera,furfurea,Eucera furfurea,LC,Bees
Anthophora,ferruginea,Anthophora ferruginea,NT,Bees
Melecta,luctuosa,Melecta luctuosa,LC,Bees
Tetralonia,inulae,Tetralonia inulae,LC,Bees
Eucera,cineraria,Eucera cineraria,LC,Bees
Melecta,grandis,Melecta grandis,DD,Bees
Nomada,emarginata,Nomada emarginata,EN,Bees
Nomada,nigrovaria,Nomada nigrovaria,LC,Bees
Anthophora,femorata,Anthophora femorata,LC,Bees
Anthophora,robusta,Anthophora robusta,VU,Bees
Nomada,opaca,Nomada opaca,NT,Bees
Thyreus,histrionicus,Thyreus histrionicus,LC,Bees
Melecta,baerii,Melecta baerii,DD,Bees
Eucera,seminuda,Eucera seminuda,LC,Bees
Nomada,lathburiana,Nomada lathburiana,LC,Bees
Nomada,litigiosa,Nomada litigiosa,DD,Bees
Nomada,mutica,Nomada mutica,LC,Bees
Nomada,panurgina,Nomada panurgina,LC,Bees
Eucera,mastrucata,Eucera mastrucata,NA,Bees
Nomada,obtusifrons,Nomada obtusifrons,NT,Bees
Nomada,thersites,Nomada thersites,EN,Bees
Nomada,oculata,Nomada oculata,LC,Bees
Eucera,caerulescens,Eucera caerulescens,LC,Bees
Ammobatoides,luctuosus,Ammobatoides luctuosus,VU,Bees
Melecta,festiva,Melecta festiva,LC,Bees
Nomada,gribodoi,Nomada gribodoi,LC,Bees
Eucera,bidentata,Eucera bidentata,LC,Bees
Tetralonia,scabiosae,Tetralonia scabiosae,LC,Bees
Nomada,cherkesiana,Nomada cherkesiana,LC,Bees
Nomada,marshamella,Nomada marshamella,LC,Bees
Nomada,sybarita,Nomada sybarita,EN,Bees
Melecta,guilochei,Melecta guilochei,DD,Bees
Tetralonia,graja,Tetralonia graja,LC,Bees
Eucera,pythagoras,Eucera pythagoras,LC,Bees
Nomada,scheuchli,Nomada scheuchli,LC,Bees
Tetralonia,dentata,Tetralonia dentata,LC,Bees
Anthophora,rutilans,Anthophora rutilans,LC,Bees
Nomada,fenestrata,Nomada fenestrata,EN,Bees
Nomada,unispinosa,Nomada unispinosa,DD,Bees
Anthophora,atroalba,Anthophora atroalba,LC,Bees
Nomada,braunsiana,Nomada braunsiana,LC,Bees
Tarsalia,hirtipes,Tarsalia hirtipes,NA,Bees
Nomada,pygidialis,Nomada pygidialis,LC,Bees
Anthophora,fulvodimidiata,Anthophora fulvodimidiata,LC,Bees
Parammobatodes,minutus,Parammobatodes minutus,EN,Bees
Eucera,parvicornis,Eucera parvicornis,NT,Bees
Nomada,kohli,Nomada kohli,LC,Bees
Nomada,zonata,Nomada zonata,LC,Bees
Anthophora,plagiata,Anthophora plagiata,NT,Bees
Ammobates,sanguineus,Ammobates sanguineus,DD,Bees
Nomada,pleurosticta,Nomada pleurosticta,LC,Bees
Ammobates,mavromoustakisi,Ammobates mavromoustakisi,DD,Bees
Nomada,mocsaryi,Nomada mocsaryi,NT,Bees
Amegilla,salviae,Amegilla salviae,NT,Bees
Nomada,goodeniana,Nomada goodeniana,LC,Bees
Apis,mellifera,Apis mellifera,NT,Bees
Nomada,accentifera,Nomada accentifera,NT,Bees
Nomada,immaculata,Nomada immaculata,LC,Bees
Nomada,kervilleana,Nomada kervilleana,LC,Bees
Nomada,lateritia,Nomada lateritia,NA,Bees
Nomada,laticrus,Nomada laticrus,EN,Bees
Nomada,cadiza,Nomada cadiza,DD,Bees
Amegilla,nigricornis,Amegilla nigricornis,NA,Bees
Anthophora,albosignata,Anthophora albosignata,NA,Bees
Anthophora,altaica,Anthophora altaica,DD,Bees
Anthophora,cincrea,Anthophora cincrea,DD,Bees
Anthophora,deserticola,Anthophora deserticola,DD,Bees
Anthophora,dubia,Anthophora dubia,DD,Bees
Anthophora,gracilipes,Anthophora gracilipes,NA,Bees
Anthophora,harmalae,Anthophora harmalae,NA,Bees
Anthophora,ireos,Anthophora ireos,NA,Bees
Anthophora,ponomarevae,Anthophora ponomarevae,DD,Bees
Anthophora,senilis,Anthophora senilis,CR,Bees
Anthophora,vernalis,Anthophora vernalis,NA,Bees
Anthophora,mucida,Anthophora mucida,LC,Bees
Anthophora,monacha,Anthophora monacha,DD,Bees
Ancyla,nigricornis,Ancyla nigricornis,DD,Bees
Ancyla,oraniensis,Ancyla oraniensis,NA,Bees
Ancyla,orientalica,Ancyla orientalica,DD,Bees
Bombus,balteatus,Bombus balteatus,NT,Bees
Bombus,hyperboreus,Bombus hyperboreus,VU,Bees
Xylocopa,nigrita,Xylocopa nigrita,NA,Bees
Bombus,pyrrhopygus,Bombus pyrrhopygus,VU,Bees
Ammobates,biastoides,Ammobates biastoides,DD,Bees
Anthophora,orientalis,Anthophora orientalis,DD,Bees
Anthophora,atriceps,Anthophora atriceps,LC,Bees
Bombus,laesus,Bombus laesus,VU,Bees
Bombus,vestalis,Bombus vestalis,LC,Bees
Bombus,muscorum,Bombus muscorum,VU,Bees
Bombus,hortorum,Bombus hortorum,LC,Bees
Eucera,intermedia,Eucera intermedia,NA,Bees
Anthophora,balassogloi,Anthophora balassogloi,NA,Bees
Anthophora,crysocnemis,Anthophora crysocnemis,DD,Bees
Anthophora,raddei,Anthophora raddei,NA,Bees
Anthophora,testaceipes,Anthophora testaceipes,NA,Bees
Epeolus,bischoffi,Epeolus bischoffi,DD,Bees
Epeolus,ibericus,Epeolus ibericus,DD,Bees
Eucera,breviceps,Eucera breviceps,NT,Bees
Eucera,dafnii,Eucera dafnii,LC,Bees
Eucera,flavicornis,Eucera flavicornis,NT,Bees
Melecta,amanda,Melecta amanda,DD,Bees
Nomada,acutispina,Nomada acutispina,DD,Bees
Nomada,aeginaica,Nomada aeginaica,DD,Bees
Nomada,breviceps,Nomada breviceps,DD,Bees
Nomada,collarae,Nomada collarae,EN,Bees
Nomada,crenulata,Nomada crenulata,LC,Bees
Nomada,ebmeri,Nomada ebmeri,LC,Bees
Nomada,filicornis,Nomada filicornis,LC,Bees
Nomada,guichardi,Nomada guichardi,VU,Bees
Nomada,lapillula,Nomada lapillula,LC,Bees
Nomada,lutea,Nomada lutea,NA,Bees
Nomada,luteipes,Nomada luteipes,NA,Bees
Nomada,nigrifrons,Nomada nigrifrons,NA,Bees
Nomada,nigrilabris,Nomada nigrilabris,LC,Bees
Nomada,nigrospina,Nomada nigrospina,LC,Bees
Nomada,opaciformis,Nomada opaciformis,NA,Bees
Nomada,oralis,Nomada oralis,NA,Bees
Nomada,ottomanensis,Nomada ottomanensis,NA,Bees
Nomada,piliventris,Nomada piliventris,NA,Bees
Nomada,pilosa,Nomada pilosa,NA,Bees
Nomada,pyrgosica,Nomada pyrgosica,LC,Bees
Nomada,radoszkowskii,Nomada radoszkowskii,NA,Bees
Nomada,tarsalis,Nomada tarsalis,NA,Bees
Nomada,tuberculifera,Nomada tuberculifera,DD,Bees
Nomada,unica,Nomada unica,LC,Bees
Nomada,warnckei,Nomada warnckei,NA,Bees
Xylocopa,pubescens,Xylocopa pubescens,LC,Bees
Xylocopa,virginica,Xylocopa virginica,NA,Bees
Dasypoda,morawitzi,Dasypoda morawitzi,LC,Bees
Dasypoda,toroki,Dasypoda toroki,NA,Bees
Nomada,numida,Nomada numida,NT,Bees
Anthophora,cinerascens,Anthophora cinerascens,LC,Bees
Bombus,lucorum,Bombus lucorum,LC,Bees
Bombus,terrestris,Bombus terrestris,LC,Bees
Eucera,alborufa,Eucera alborufa,NA,Bees
Melecta,alcestis,Melecta alcestis,NA,Bees
Melecta,eversmanni,Melecta eversmanni,DD,Bees
Melitta,sibirica,Melitta sibirica,NA,Bees
Nomada,dubia,Nomada dubia,DD,Bees
Nomada,sheppardana,Nomada sheppardana,LC,Bees
Nomada,minuscula,Nomada minuscula,LC,Bees
Nomada,moravitzii,Nomada moravitzii,NA,Bees
Nomada,rubricosa,Nomada rubricosa,NA,Bees
Nomada,fulvicornis,Nomada fulvicornis,LC,Bees
Nomada,tormentillae,Nomada tormentillae,NT,Bees
Nomada,roberjeotiana,Nomada roberjeotiana,VU,Bees
Bombus,lapponicus,Bombus lapponicus,NT,Bees
Eucera,rufa,Eucera rufa,LC,Bees
Eucera,confinis,Eucera confinis,LC,Bees
Eucera,longicornis,Eucera longicornis,LC,Bees
Eucera,obscura,Eucera obscura,LC,Bees
Eucera,taurica,Eucera taurica,LC,Bees
Eucera,taurea,Eucera taurea,LC,Bees
Eucera,terminata,Eucera terminata,LC,Bees
Dasypoda,panzeri,Dasypoda panzeri,LC,Bees
Anthophora,astragali,Anthophora astragali,NA,Bees
Anthophora,segnis,Anthophora segnis,NA,Bees
Eucera,atriceps,Eucera atriceps,NA,Bees
Eucera,ferghanica,Eucera ferghanica,NA,Bees
Eucera,tristis,Eucera tristis,DD,Bees
Melecta,diacantha,Melecta diacantha,DD,Bees
Nomada,ecarinata,Nomada ecarinata,NA,Bees
Nomada,mitaii,Nomada mitaii,NA,Bees
Nomada,yarrowi,Nomada yarrowi,NA,Bees
Eucera,ruficollis,Eucera ruficollis,LC,Bees
Anthophora,canescens,Anthophora canescens,LC,Bees
Eucera,melectoides,Eucera melectoides,LC,Bees
Eucera,grisea,Eucera grisea,LC,Bees
Bombus,monticola,Bombus monticola,LC,Bees
Colletes,abeillei,Colletes abeillei,LC,Bees
Colletes,acutiformis,Colletes acutiformis,DD,Bees
Colletes,acutus,Colletes acutus,LC,Bees
Colletes,albomaculatus,Colletes albomaculatus,NT,Bees
Colletes,anchusae,Colletes anchusae,EN,Bees
Colletes,brevigena,Colletes brevigena,LC,Bees
Colletes,canescens,Colletes canescens,DD,Bees
Colletes,carinatus,Colletes carinatus,LC,Bees
Colletes,cariniger,Colletes cariniger,LC,Bees
Colletes,caskanus,Colletes caskanus,DD,Bees
Colletes,caspicus,Colletes caspicus,EN,Bees
Colletes,chengtehensis,Colletes chengtehensis,VU,Bees
Colletes,collaris,Colletes collaris,EN,Bees
Colletes,cunicularius,Colletes cunicularius,LC,Bees
Colletes,daviesanus,Colletes daviesanus,LC,Bees
Colletes,dusmeti,Colletes dusmeti,LC,Bees
Colletes,eous,Colletes eous,LC,Bees
Colletes,escalerai,Colletes escalerai,NA,Bees
Colletes,floralis,Colletes floralis,NT,Bees
Colletes,fodiens,Colletes fodiens,NT,Bees
Colletes,foveolaris,Colletes foveolaris,LC,Bees
Colletes,gallicus,Colletes gallicus,LC,Bees
Colletes,graeffei,Colletes graeffei,EN,Bees
Colletes,hethiticus,Colletes hethiticus,DD,Bees
Colletes,hylaeiformis,Colletes hylaeiformis,LC,Bees
Colletes,impunctatus,Colletes impunctatus,NT,Bees
Colletes,inexpectatus,Colletes inexpectatus,LC,Bees
Colletes,intricans,Colletes intricans,NA,Bees
Colletes,ligatus,Colletes ligatus,LC,Bees
Colletes,maidli,Colletes maidli,LC,Bees
Colletes,marginatus,Colletes marginatus,LC,Bees
Colletes,meyeri,Colletes meyeri,EN,Bees
Colletes,mlokossewiczi,Colletes mlokossewiczi,LC,Bees
Colletes,nasutus,Colletes nasutus,EN,Bees
Colletes,nigricans,Colletes nigricans,LC,Bees
Colletes,noskiewiczi,Colletes noskiewiczi,LC,Bees
Colletes,perezi,Colletes perezi,LC,Bees
Colletes,punctatus,Colletes punctatus,EN,Bees
Colletes,senilis,Colletes senilis,DD,Bees
Colletes,similis,Colletes similis,LC,Bees
Colletes,squamulosus,Colletes squamulosus,NA,Bees
Colletes,succinctus,Colletes succinctus,LC,Bees
Colletes,tuberculatus,Colletes tuberculatus,LC,Bees
Camptopoeum,friesei,Camptopoeum friesei,LC,Bees
Camptopoeum,frontale,Camptopoeum frontale,LC,Bees
Camptopoeum,variegatum,Camptopoeum variegatum,NT,Bees
Clavipanurgus,sculpturatus,Clavipanurgus sculpturatus,DD,Bees
Melitturga,caudata,Melitturga caudata,LC,Bees
Melitturga,clavicornis,Melitturga clavicornis,VU,Bees
Melitturga,praestans,Melitturga praestans,NT,Bees
Melitturga,spinosa,Melitturga spinosa,DD,Bees
Melitturga,taurica,Melitturga taurica,NA,Bees
Panurginus,albopilosus,Panurginus albopilosus,LC,Bees
Panurginus,herzi,Panurginus herzi,LC,Bees
Panurginus,labiatus,Panurginus labiatus,LC,Bees
Panurginus,lactipennis,Panurginus lactipennis,LC,Bees
Panurginus,romani,Panurginus romani,LC,Bees
Panurgus,banksianus,Panurgus banksianus,LC,Bees
Panurgus,calcaratus,Panurgus calcaratus,LC,Bees
Panurgus,canarius,Panurgus canarius,LC,Bees
Panurgus,cephalotes,Panurgus cephalotes,LC,Bees
Panurgus,dargius,Panurgus dargius,LC,Bees
Panurgus,perezi,Panurgus perezi,LC,Bees
Panurgus,pici,Panurgus pici,NA,Bees
Hylaeus,absolutus,Hylaeus absolutus,DD,Bees
Andrena,pusilla,Andrena pusilla,LC,Bees
Andrena,magna,Andrena magna,EN,Bees
Andrena,rufizona,Andrena rufizona,NT,Bees
Andrena,mistrensis,Andrena mistrensis,DD,Bees
Andrena,nigriceps,Andrena nigriceps,NT,Bees
Andrena,sillata,Andrena sillata,DD,Bees
Andrena,stoeckhertella,Andrena stoeckhertella,CR,Bees
Hylaeus,difformis,Hylaeus difformis,LC,Bees
Andrena,metallescens,Andrena metallescens,CR,Bees
Andrena,combinata,Andrena combinata,LC,Bees
Andrena,taprobana,Andrena taprobana,DD,Bees
Andrena,pyrozonata,Andrena pyrozonata,DD,Bees
Andrena,ventricosa,Andrena ventricosa,LC,Bees
Andrena,glidia,Andrena glidia,DD,Bees
Andrena,delphiensis,Andrena delphiensis,NT,Bees
Andrena,transitoria,Andrena transitoria,VU,Bees
Andrena,fertoni,Andrena fertoni,LC,Bees
Andrena,neocypriaca,Andrena neocypriaca,LC,Bees
Andrena,atrotegularis,Andrena atrotegularis,DD,Bees
Andrena,pallitarsis,Andrena pallitarsis,VU,Bees
Andrena,rosae,Andrena rosae,LC,Bees
Andrena,nobilis,Andrena nobilis,NT,Bees
Andrena,pontica,Andrena pontica,DD,Bees
Hylaeus,confusus,Hylaeus confusus,LC,Bees
Hylaeus,bifasciatus,Hylaeus bifasciatus,NT,Bees
Andrena,westensis,Andrena westensis,LC,Bees
Andrena,relata,Andrena relata,LC,Bees
Andrena,rugothorace,Andrena rugothorace,LC,Bees
Andrena,danuvia,Andrena danuvia,LC,Bees
Hylaeus,annulatus,Hylaeus annulatus,LC,Bees
Andrena,saxonica,Andrena saxonica,LC,Bees
Andrena,nigroaenea,Andrena nigroaenea,LC,Bees
Andrena,alutacea,Andrena alutacea,LC,Bees
Andrena,rugulosa,Andrena rugulosa,NT,Bees
Nomada,jaramensis,Nomada jaramensis,NA,Bees
Hylaeus,angustatus,Hylaeus angustatus,LC,Bees
Andrena,magunta,Andrena magunta,LC,Bees
Andrena,cypria,Andrena cypria,NT,Bees
Nomada,gruenwaldti,Nomada gruenwaldti,LC,Bees
Hylaeus,scutellaris,Hylaeus scutellaris,NA,Bees
Andrena,ventralis,Andrena ventralis,LC,Bees
Andrena,derbentina,Andrena derbentina,NA,Bees
Andrena,phoenicura,Andrena phoenicura,DD,Bees
Andrena,monacha,Andrena monacha,LC,Bees
Andrena,clypella,Andrena clypella,LC,Bees
Andrena,merula,Andrena merula,LC,Bees
Andrena,kriechbaumeri,Andrena kriechbaumeri,LC,Bees
Hylaeus,pictus,Hylaeus pictus,LC,Bees
Andrena,distinguenda,Andrena distinguenda,LC,Bees
Andrena,ferox,Andrena ferox,LC,Bees
Andrena,schwarzi,Andrena schwarzi,DD,Bees
Andrena,nebularia,Andrena nebularia,LC,Bees
Andrena,seminuda,Andrena seminuda,LC,Bees
Hylaeus,euryscapus,Hylaeus euryscapus,LC,Bees
Megachile,alpicola,Megachile alpicola,LC,Bees
Andrena,volgensis,Andrena volgensis,DD,Bees
Andrena,elegans,Andrena elegans,NT,Bees
Hylaeus,punctatus,Hylaeus punctatus,LC,Bees
Hylaeus,meridionalis,Hylaeus meridionalis,DD,Bees
Andrena,verae,Andrena verae,DD,Bees
Hylaeus,rugicollis,Hylaeus rugicollis,DD,Bees
Andrena,hystrix,Andrena hystrix,LC,Bees
Andrena,canohirta,Andrena canohirta,LC,Bees
Andrena,paganettina,Andrena paganettina,DD,Bees
Andrena,panurgina,Andrena panurgina,LC,Bees
Andrena,lamiana,Andrena lamiana,LC,Bees
Andrena,caneae,Andrena caneae,LC,Bees
Andrena,enslinella,Andrena enslinella,NT,Bees
Andrena,cervina,Andrena cervina,LC,Bees
Hylaeus,sulphuripes,Hylaeus sulphuripes,LC,Bees
Andrena,lateralis,Andrena lateralis,LC,Bees
Andrena,obsoleta,Andrena obsoleta,CR,Bees
Andrena,fulvitarsis,Andrena fulvitarsis,LC,Bees
Andrena,nitida,Andrena nitida,LC,Bees
Andrena,sericata,Andrena sericata,NT,Bees
Andrena,fulica,Andrena fulica,LC,Bees
Andrena,urdula,Andrena urdula,EN,Bees
Andrena,saettana,Andrena saettana,EN,Bees
Andrena,brumanensis,Andrena brumanensis,LC,Bees
Andrena,ornata,Andrena ornata,CR,Bees
Andrena,stigmatica,Andrena stigmatica,DD,Bees
Andrena,nanaeformis,Andrena nanaeformis,LC,Bees
Andrena,astica,Andrena astica,LC,Bees
Andrena,tridentata,Andrena tridentata,RE,Bees
Andrena,dubiosa,Andrena dubiosa,NT,Bees
Hylaeus,biarmicus,Hylaeus biarmicus,NA,Bees
Andrena,abrupta,Andrena abrupta,LC,Bees
Hylaeus,rubicola,Hylaeus rubicola,LC,Bees
Andrena,argentata,Andrena argentata,NT,Bees
Hylaeus,cypricola,Hylaeus cypricola,LC,Bees
Andrena,simontornyella,Andrena simontornyella,LC,Bees
Andrena,avara,Andrena avara,DD,Bees
Andrena,torda,Andrena torda,LC,Bees
Andrena,decipiens,Andrena decipiens,LC,Bees
Andrena,mehelyi,Andrena mehelyi,DD,Bees
Andrena,nycthemera,Andrena nycthemera,LC,Bees
Andrena,susterai,Andrena susterai,LC,Bees
Epeolus,fasciatus,Epeolus fasciatus,CR,Bees
Andrena,nisoria,Andrena nisoria,NA,Bees
Hylaeus,sidensis,Hylaeus sidensis,DD,Bees
Hylaeus,incongruus,Hylaeus incongruus,LC,Bees
Andrena,anatolica,Andrena anatolica,LC,Bees
Andrena,limassolica,Andrena limassolica,EN,Bees
Andrena,semirubra,Andrena semirubra,NA,Bees
Andrena,ungeri,Andrena ungeri,LC,Bees
Andrena,oralis,Andrena oralis,NT,Bees
Andrena,angustior,Andrena angustior,LC,Bees
Andrena,ruficrus,Andrena ruficrus,LC,Bees
Andrena,paucisquama,Andrena paucisquama,LC,Bees
Andrena,minutula,Andrena minutula,LC,Bees
Andrena,taraxaci,Andrena taraxaci,LC,Bees
Andrena,nucleola,Andrena nucleola,DD,Bees
Andrena,braunsiana,Andrena braunsiana,DD,Bees
Andrena,colletiformis,Andrena colletiformis,LC,Bees
Hylaeus,gracilicornis,Hylaeus gracilicornis,LC,Bees
Hylaeus,pectoralis,Hylaeus pectoralis,LC,Bees
Andrena,biarmica,Andrena biarmica,DD,Bees
Andrena,nigroolivacea,Andrena nigroolivacea,LC,Bees
Andrena,flavobila,Andrena flavobila,EN,Bees
Andrena,florea,Andrena florea,LC,Bees
Andrena,truncatilabris,Andrena truncatilabris,LC,Bees
Andrena,synadelpha,Andrena synadelpha,LC,Bees
Andrena,lapponica,Andrena lapponica,LC,Bees
Andrena,trimmerana,Andrena trimmerana,LC,Bees
Andrena,tarsata,Andrena tarsata,LC,Bees
Andrena,varians,Andrena varians,LC,Bees
Andrena,oviventris,Andrena oviventris,LC,Bees
Andrena,cyanomicans,Andrena cyanomicans,LC,Bees
Andrena,aciculata,Andrena aciculata,DD,Bees
Andrena,cordialis,Andrena cordialis,LC,Bees
Andrena,vulpecula,Andrena vulpecula,LC,Bees
Nomada,errans,Nomada errans,EN,Bees
Andrena,aeneiventris,Andrena aeneiventris,LC,Bees
Andrena,ranunculorum,Andrena ranunculorum,EN,Bees
Nomada,melathoracica,Nomada melathoracica,LC,Bees
Andrena,fuliginata,Andrena fuliginata,NA,Bees
Andrena,chrysopus,Andrena chrysopus,NT,Bees
Andrena,wolfi,Andrena wolfi,NA,Bees
Hylaeus,cornutus,Hylaeus cornutus,LC,Bees
Andrena,hungarica,Andrena hungarica,CR,Bees
Andrena,parviceps,Andrena parviceps,LC,Bees
Andrena,grandilabris,Andrena grandilabris,NA,Bees
Hylaeus,taeniolatus,Hylaeus taeniolatus,LC,Bees
Andrena,chrysopyga,Andrena chrysopyga,DD,Bees
Andrena,curiosa,Andrena curiosa,NA,Bees
Andrena,coitana,Andrena coitana,LC,Bees
Hylaeus,pilosulus,Hylaeus pilosulus,LC,Bees
Megachile,parietina,Megachile parietina,LC,Bees
Andrena,denticulata,Andrena denticulata,LC,Bees
Nomada,merceti,Nomada merceti,LC,Bees
Andrena,vulcana,Andrena vulcana,DD,Bees
Andrena,fuscosa,Andrena fuscosa,LC,Bees
Andrena,aerinifrons,Andrena aerinifrons,LC,Bees
Andrena,cantiaca,Andrena cantiaca,DD,Bees
Andrena,mucida,Andrena mucida,LC,Bees
Andrena,djelfensis,Andrena djelfensis,LC,Bees
Andrena,intermedia,Andrena intermedia,LC,Bees
Nomada,atroscutellaris,Nomada atroscutellaris,LC,Bees
Andrena,combaella,Andrena combaella,LC,Bees
Hylaeus,pictipes,Hylaeus pictipes,LC,Bees
Andrena,heinrichi,Andrena heinrichi,CR,Bees
Andrena,optata,Andrena optata,LC,Bees
Andrena,simillima,Andrena simillima,VU,Bees
Andrena,bicolorata,Andrena bicolorata,LC,Bees
Andrena,abjecta,Andrena abjecta,DD,Bees
Andrena,colonialis,Andrena colonialis,NA,Bees
Andrena,hyemala,Andrena hyemala,LC,Bees
Andrena,caprimulga,Andrena caprimulga,DD,Bees
Hylaeus,duckei,Hylaeus duckei,LC,Bees
Andrena,variabilis,Andrena variabilis,LC,Bees
Andrena,rufula,Andrena rufula,LC,Bees
Andrena,lepida,Andrena lepida,LC,Bees
Andrena,tenuistriata,Andrena tenuistriata,LC,Bees
Andrena,mitis,Andrena mitis,LC,Bees
Andrena,macroptera,Andrena macroptera,EN,Bees
Hylaeus,nigritus,Hylaeus nigritus,LC,Bees
Hylaeus,intermedius,Hylaeus intermedius,LC,Bees
Andrena,confinis,Andrena confinis,DD,Bees
Nomada,coronata,Nomada coronata,LC,Bees
Andrena,blanda,Andrena blanda,LC,Bees
Hylaeus,annularis,Hylaeus annularis,LC,Bees
Andrena,ranunculi,Andrena ranunculi,LC,Bees
Andrena,flavipes,Andrena flavipes,LC,Bees
Andrena,labiata,Andrena labiata,LC,Bees
Andrena,hybrida,Andrena hybrida,NT,Bees
Andrena,dorsata,Andrena dorsata,LC,Bees
Andrena,majalis,Andrena majalis,NA,Bees
Hylaeus,longimacula,Hylaeus longimacula,LC,Bees
Andrena,mucronata,Andrena mucronata,LC,Bees
Andrena,stellaris,Andrena stellaris,DD,Bees
Andrena,binominata,Andrena binominata,LC,Bees
Protosmia,capitata,Protosmia capitata,LC,Bees
Hylaeus,conformis,Hylaeus conformis,NA,Bees
Hylaeus,dilatatus,Hylaeus dilatatus,LC,Bees
Andrena,schlettereri,Andrena schlettereri,NT,Bees
Andrena,sardoa,Andrena sardoa,LC,Bees
Andrena,hesperia,Andrena hesperia,LC,Bees
Andrena,schencki,Andrena schencki,LC,Bees
Andrena,panurgimorpha,Andrena panurgimorpha,LC,Bees
Andrena,orientana,Andrena orientana,LC,Bees
Andrena,hattorfiana,Andrena hattorfiana,LC,Bees
Andrena,mediovittata,Andrena mediovittata,NT,Bees
Andrena,probata,Andrena probata,NT,Bees
Hylaeus,pallidicornis,Hylaeus pallidicornis,DD,Bees
Andrena,livens,Andrena livens,LC,Bees
Andrena,scita,Andrena scita,LC,Bees
Andrena,elmaria,Andrena elmaria,LC,Bees
Hylaeus,scutellatus,Hylaeus scutellatus,LC,Bees
Andrena,bisulcata,Andrena bisulcata,LC,Bees
Andrena,tscheki,Andrena tscheki,NT,Bees
Andrena,curvungula,Andrena curvungula,LC,Bees
Andrena,monilia,Andrena monilia,EN,Bees
Andrena,comta,Andrena comta,EN,Bees
Andrena,lathyri,Andrena lathyri,LC,Bees
Andrena,nana,Andrena nana,LC,Bees
Andrena,cinerea,Andrena cinerea,LC,Bees
Andrena,exigua,Andrena exigua,DD,Bees
Andrena,serraticornis,Andrena serraticornis,DD,Bees
Andrena,aegyptiaca,Andrena aegyptiaca,LC,Bees
Andrena,orana,Andrena orana,LC,Bees
Nomada,signata,Nomada signata,LC,Bees
Andrena,langadensis,Andrena langadensis,LC,Bees
Andrena,cussariensis,Andrena cussariensis,NA,Bees
Andrena,thoracica,Andrena thoracica,LC,Bees
Andrena,subopaca,Andrena subopaca,LC,Bees
Hylaeus,nigrifacies,Hylaeus nigrifacies,LC,Bees
Andrena,crassana,Andrena crassana,LC,Bees
Andrena,humilis,Andrena humilis,LC,Bees
Epeolus,flavociliatus,Epeolus flavociliatus,VU,Bees
Andrena,antigana,Andrena antigana,LC,Bees
Hylaeus,variegatus,Hylaeus variegatus,LC,Bees
Hylaeus,styriacus,Hylaeus styriacus,LC,Bees
Andrena,propinqua,Andrena propinqua,LC,Bees
Epeolus,fallax,Epeolus fallax,LC,Bees
Andrena,chersona,Andrena chersona,EN,Bees
Andrena,dentiventris,Andrena dentiventris,NA,Bees
Hylaeus,punctus,Hylaeus punctus,LC,Bees
Hylaeus,rinki,Hylaeus rinki,LC,Bees
Andrena,rotundata,Andrena rotundata,LC,Bees
Andrena,vaga,Andrena vaga,LC,Bees
Andrena,leucophaea,Andrena leucophaea,DD,Bees
Andrena,pandellei,Andrena pandellei,LC,Bees
Hylaeus,clypearis,Hylaeus clypearis,LC,Bees
Andrena,paramythensis,Andrena paramythensis,DD,Bees
Andrena,viridescens,Andrena viridescens,LC,Bees
Nomada,bluethgeni,Nomada bluethgeni,LC,Bees
Andrena,passerina,Andrena passerina,CR,Bees
Epeolus,cruciger,Epeolus cruciger,LC,Bees
Hylaeus,gazagnairei,Hylaeus gazagnairei,NA,Bees
Hylaeus,communis,Hylaeus communis,LC,Bees
Andrena,agilissima,Andrena agilissima,LC,Bees
Andrena,savignyi,Andrena savignyi,NA,Bees
Andrena,roripae,Andrena roripae,DD,Bees
Andrena,granulosa,Andrena granulosa,LC,Bees
Hylaeus,gibbus,Hylaeus gibbus,LC,Bees
Andrena,minapalumboi,Andrena minapalumboi,NA,Bees
Andrena,labialis,Andrena labialis,LC,Bees
Andrena,florentina,Andrena florentina,LC,Bees
Andrena,ferrugineicrus,Andrena ferrugineicrus,LC,Bees
Andrena,fabrella,Andrena fabrella,LC,Bees
Andrena,tomora,Andrena tomora,LC,Bees
Andrena,glandaria,Andrena glandaria,DD,Bees
Nomada,fusca,Nomada fusca,LC,Bees
Andrena,varia,Andrena varia,DD,Bees
