family,scientificName,Group,1921-1940,1941-1960,1961-1980,1981-2000,2001-2020,mediterranean,alpine,atlantic,continental,boreal
Andrenidae,Andrena orbitalis,bees,0,0,59,112,236,-0.0284888116460934,NA,NA,NA,NA
Andrenidae,Andrena orientana,bees,0,0,6,8,180,-0.0217208287208386,NA,NA,NA,NA
Andrenidae,Andrena ortizi,bees,0,0,0,2,0,NA,NA,NA,NA,NA
Andrenidae,Andrena ovata,bees,3,0,7,18,47,NA,NA,NA,NA,NA
Andrenidae,Andrena ovatula,bees,4,13,22,73,132,-0.00753579770546714,0.0749809607007805,0.0168646945162525,0.0244255211272005,NA
Andrenidae,Andrena oviventris,bees,0,0,9,56,57,NA,NA,NA,NA,NA
Andrenidae,Andrena paganettina,bees,0,0,4,0,1,NA,NA,NA,NA,NA
Andrenidae,Andrena pallidicincta,bees,0,0,1,0,7,NA,NA,NA,NA,NA
Andrenidae,Andrena pallitarsis,bees,15,22,12,10,2,NA,NA,NA,NA,NA
Andrenidae,Andrena pandellei,bees,32,82,57,95,540,NA,NA,NA,NA,NA
Andrenidae,Andrena pandosa,bees,0,0,6,16,38,-0.048220846554099,NA,NA,NA,NA
Andrenidae,Andrena panurgimorpha,bees,0,0,2,8,189,0.0179018000311356,NA,NA,NA,NA
Andrenidae,Andrena panurgina,bees,0,0,18,10,33,NA,NA,NA,NA,NA
Andrenidae,Andrena paramythensis,bees,0,1,0,0,4,NA,NA,NA,NA,NA
Andrenidae,Andrena parata,bees,1,1,0,0,0,NA,NA,NA,NA,NA
Andrenidae,Andrena pareklisiae,bees,0,1,0,0,0,NA,NA,NA,NA,NA
Andrenidae,Andrena parviceps,bees,8,5,4,8,95,NA,0.0217257970712571,NA,-0.0207225320827845,NA
Andrenidae,Andrena pastellensis,bees,0,0,2,23,29,0.410119636019774,-0.00704654713070118,NA,0.0452239561833057,NA
Andrenidae,Andrena paucisquama,bees,0,0,9,25,84,NA,NA,NA,NA,NA
Andrenidae,Andrena pauxilla,bees,1,0,1,0,1,NA,NA,NA,NA,NA
Andrenidae,Andrena pelagonia,bees,0,0,0,0,2,NA,NA,NA,NA,NA
Andrenidae,Andrena pellucens,bees,1,1,9,4,76,0.0610111658158197,NA,NA,NA,NA
Andrenidae,Andrena pelopa,bees,0,0,7,0,0,NA,NA,NA,NA,NA
Andrenidae,Andrena phoenicura,bees,0,0,6,0,0,NA,NA,NA,NA,NA
Andrenidae,Andrena pileata,bees,0,0,1,4,5,NA,NA,NA,NA,NA
Andrenidae,Andrena pilipes,bees,139,172,344,581,899,-0.0268202820788947,0.0105649286184787,-0.0298115804358823,-0.0139823276704899,0.00839934919166456
Andrenidae,Andrena pirinia,bees,0,0,2,0,0,NA,NA,NA,NA,NA
Andrenidae,Andrena polita,bees,45,56,59,67,175,NA,NA,NA,NA,NA
Andrenidae,Andrena pontica,bees,0,0,0,0,5,NA,NA,NA,NA,NA
Andrenidae,Andrena potentillae,bees,7,13,7,17,79,NA,0.00456827681489451,NA,-0.104052444531813,NA
Andrenidae,Andrena poupillieri,bees,0,0,4,0,48,NA,NA,NA,NA,NA
Andrenidae,Andrena praecox,bees,575,641,999,1967,7037,NA,-0.110336134007057,-0.0315299334710334,-0.00525132941743946,-0.162562396149178
Andrenidae,Andrena probata,bees,2,0,2,47,105,NA,-0.022674284069781,NA,NA,NA
Andrenidae,Andrena producta,bees,8,5,8,8,3,NA,-0.0517377991610131,NA,-0.200996522847713,NA
Andrenidae,Andrena propinqua,bees,77,28,121,360,672,-0.0527863177621346,-0.0405883806469234,0.0142913588142522,-0.0206909877823421,NA
Andrenidae,Andrena proxima,bees,222,243,334,835,1631,-0.0403244731068309,-0.00975461488977119,0.0421378749152262,-0.0432536431041583,-0.0219966108059995
Andrenidae,Andrena pruinosa,bees,1,2,0,28,4,-0.0917882425387079,NA,NA,NA,NA
Andrenidae,Andrena pusilla,bees,34,31,6,90,76,-0.140409356378116,NA,-0.0730687040940396,0.00391739372082263,NA
Andrenidae,Andrena quadrimaculata,bees,0,0,0,0,2,NA,NA,NA,NA,NA
Andrenidae,Andrena querquedula,bees,0,0,0,0,1,NA,NA,NA,NA,NA
Andrenidae,Andrena ramosa,bees,0,0,0,0,2,NA,NA,NA,NA,NA
Andrenidae,Andrena ranunculi,bees,1,4,19,27,325,0.113654805649217,NA,-0.169649427722249,NA,NA
Andrenidae,Andrena ranunculorum,bees,0,0,6,28,21,NA,0.0183694134466166,NA,NA,NA
Andrenidae,Andrena relata,bees,0,0,0,19,25,NA,NA,NA,NA,NA
Andrenidae,Andrena rhenana,bees,7,6,43,62,89,NA,NA,NA,NA,NA
Andrenidae,Andrena rhyssonota,bees,0,2,7,22,70,NA,NA,NA,NA,NA
Andrenidae,Andrena robusta,bees,1,0,1,0,3,NA,NA,NA,NA,NA
Andrenidae,Andrena rogenhoferi,bees,24,14,26,92,95,NA,-0.0106667012170515,NA,-0.0104320136293646,NA
Andrenidae,Andrena roripae,bees,0,0,2,0,0,NA,NA,NA,NA,NA
Andrenidae,Andrena rosae,bees,179,263,148,71,671,0.0488564440742502,-0.0396331382188371,-0.0184849558502308,-0.0892888368736873,-0.0236986468871846
Andrenidae,Andrena roseipes,bees,3,0,0,0,0,NA,NA,NA,NA,NA
Andrenidae,Andrena rotundata,bees,0,0,0,1,0,NA,NA,NA,NA,NA
Andrenidae,Andrena rotundilabris,bees,0,0,0,0,8,NA,NA,NA,NA,NA
Andrenidae,Andrena ruficrus,bees,225,364,748,814,3034,NA,0.024191700387845,-0.0191602353291324,-0.00945780029386891,-0.115954682627969
Andrenidae,Andrena rufizona,bees,42,8,24,83,158,NA,0.0172629233480313,NA,-0.0937957219859923,NA
Andrenidae,Andrena rufula,bees,0,1,2,10,30,NA,NA,NA,0.131955148297585,NA
Andrenidae,Andrena rugothorace,bees,0,0,11,12,91,NA,NA,NA,NA,NA
Andrenidae,Andrena rugulosa,bees,4,6,15,40,64,-0.0748938304959773,NA,NA,-0.00241799596887721,-0.0304571369083574
Andrenidae,Andrena rugulosella,bees,0,0,5,0,0,NA,NA,NA,NA,NA
Andrenidae,Andrena russula,bees,223,276,423,529,1101,0.00111775675600892,-0.00330309590565083,-0.0476667928974656,-0.0467988892114712,-0.0630971655329153
Andrenidae,Andrena saettana,bees,0,0,3,0,0,NA,NA,NA,NA,NA
Andrenidae,Andrena sandanskia,bees,0,0,5,10,10,NA,-0.0474390636679337,NA,0.0204844519716311,NA
Andrenidae,Andrena sardoa,bees,0,7,18,38,101,-0.0407289350924317,NA,NA,NA,NA
Andrenidae,Andrena saxonica,bees,3,0,6,110,64,NA,NA,NA,NA,NA
Andrenidae,Andrena schencki,bees,137,116,78,53,214,-0.00805188308102975,-0.00682743834659008,-0.0668737241722443,-0.022847575951815,NA
Andrenidae,Andrena schlettereri,bees,2,0,0,3,0,NA,NA,NA,NA,NA
Andrenidae,Andrena schmiedeknechti,bees,17,0,2,7,48,NA,NA,NA,NA,NA
Andrenidae,Andrena schulzi,bees,2,0,1,14,63,NA,NA,NA,NA,NA
Andrenidae,Andrena scita,bees,1,0,9,25,53,-0.153058316616516,0.236562654977263,NA,0.409692032364046,NA
Andrenidae,Andrena scotica,bees,756,739,4248,7633,12064,NA,NA,NA,NA,NA
Andrenidae,Andrena semiflava,bees,0,0,0,0,1,NA,NA,NA,NA,NA
Andrenidae,Andrena semilaevis,bees,459,645,1199,2590,4211,-0.0292410611874171,0.0030741761850367,-0.0377793634219941,-0.0350999871669565,-0.2880134239876
Andrenidae,Andrena seminuda,bees,0,0,1,0,28,NA,NA,NA,NA,NA
Andrenidae,Andrena semirubra,bees,0,1,0,0,12,NA,NA,NA,NA,NA
Andrenidae,Andrena senecionis,bees,15,4,112,119,171,NA,NA,NA,NA,NA
Andrenidae,Andrena sericata,bees,5,14,1,0,8,NA,NA,-0.493135168493152,-0.17445705565581,NA
Andrenidae,Andrena serraticornis,bees,0,0,0,1,1,NA,NA,NA,NA,NA
Andrenidae,Andrena sibthorpi,bees,0,2,0,0,0,NA,NA,NA,NA,NA
Andrenidae,Andrena sillata,bees,0,0,1,1,0,NA,NA,NA,NA,NA
Andrenidae,Andrena simillima,bees,28,16,19,176,83,NA,-0.139794069763171,-0.0477995140034551,-0.0947536378923885,0.109381405036937
Andrenidae,Andrena simontornyella,bees,2,2,29,66,106,0.00603790007029982,0.0448345608660381,-1.00427289558426e-4,0.0817159464327395,NA
Andrenidae,Andrena solenopalpa,bees,0,0,0,4,3,NA,NA,NA,NA,NA
Andrenidae,Andrena soror,bees,1,0,0,0,0,NA,NA,NA,NA,NA
Andrenidae,Andrena sphecodimorpha,bees,0,0,1,7,11,NA,NA,NA,NA,NA
Andrenidae,Andrena spreta,bees,4,2,45,328,170,0.0339528857741874,-0.0217452865055641,NA,0.0725595674194934,NA
Andrenidae,Andrena stabiana,bees,10,2,2,7,44,0.0629878329414496,NA,NA,-0.0960106602506663,NA
Andrenidae,Andrena standfussorum,bees,0,0,0,1,11,NA,NA,NA,NA,NA
Andrenidae,Andrena stellaris,bees,0,0,0,0,2,NA,NA,NA,NA,NA
Andrenidae,Andrena stoeckhertella,bees,0,2,0,0,1,NA,NA,NA,NA,NA
Andrenidae,Andrena strohmella,bees,64,58,157,583,1247,NA,0.067180826551903,0.0185711756486218,-0.00296261859484299,NA
Andrenidae,Andrena subopaca,bees,564,957,2525,5900,11710,-0.0263644053279002,0.0378670634829148,-0.0119792872991828,-0.0352017614222024,0.00720538174929994
Andrenidae,Andrena suerinensis,bees,6,10,42,40,91,NA,NA,NA,NA,NA
Andrenidae,Andrena susterai,bees,3,0,2,10,22,NA,NA,NA,-0.0162496723237505,NA
Andrenidae,Andrena symphyti,bees,2,8,12,29,41,0.0241260308119399,0.0163391858772158,NA,0.0331820134417156,NA
Andrenidae,Andrena synadelpha,bees,38,66,335,772,679,NA,-0.0840164333616166,-0.0136497359048953,-0.125803640730313,NA
Andrenidae,Andrena taedium,bees,0,0,0,0,1,NA,NA,NA,NA,NA
Andrenidae,Andrena taraxaci,bees,5,12,62,22,112,-0.0754853910823058,0.039959627899639,NA,0.016730962271062,NA
Andrenidae,Andrena tarsata,bees,319,310,491,615,1502,NA,0.00639731057128217,-0.0191272476257887,-0.0166165677222966,-0.0686015933895835
Andrenidae,Andrena taxana,bees,0,0,1,1,0,NA,NA,NA,NA,NA
Andrenidae,Andrena tenostra,bees,1,0,0,2,0,NA,NA,NA,NA,NA
Andrenidae,Andrena tenuiformis,bees,1,0,0,3,1,NA,NA,NA,NA,NA
Andrenidae,Andrena tenuistriata,bees,3,9,110,198,328,-0.041208803109224,0.00240325482267703,0.0285109592466682,NA,NA
Andrenidae,Andrena thomsonii,bees,0,2,3,3,13,0.00830797482915439,NA,NA,NA,NA
Andrenidae,Andrena thoracica,bees,144,197,356,792,1059,-0.0154839776314754,-0.055741307309922,-0.04995845355721,-0.0282095561754483,0.0210518583836299
Andrenidae,Andrena tibialis,bees,238,378,666,1569,2574,NA,-0.18535351449664,-0.0281689697480835,-0.0922464504658424,0.0095131323169863
Andrenidae,Andrena tomora,bees,0,0,1,1,54,NA,NA,NA,NA,NA
Andrenidae,Andrena torda,bees,0,0,0,1,20,NA,NA,NA,NA,NA
Andrenidae,Andrena transitoria,bees,0,2,3,0,4,NA,NA,NA,NA,NA
Andrenidae,Andrena tricuspidata,bees,0,0,0,3,10,NA,NA,NA,NA,NA
Andrenidae,Andrena tridentata,bees,3,2,0,0,1,NA,NA,NA,NA,NA
Andrenidae,Andrena trikalensis,bees,0,0,0,0,1,NA,NA,NA,NA,NA
Andrenidae,Andrena trimmerana,bees,104,106,375,1202,905,-0.0300933579125479,0.0597235186704941,-0.0264939441116272,0.00767485339261492,NA
Andrenidae,Andrena tringa,bees,0,0,6,8,1,NA,NA,NA,NA,NA
Andrenidae,Andrena troodica,bees,1,0,2,0,0,NA,NA,NA,NA,NA
Andrenidae,Andrena truncatilabris,bees,22,1,19,158,125,NA,NA,NA,NA,NA
Andrenidae,Andrena tscheki,bees,0,14,4,3,15,NA,NA,NA,-0.0964916932041795,NA
Andrenidae,Andrena tuberculifera,bees,0,0,0,1,0,NA,NA,NA,NA,NA
Andrenidae,Andrena tunetana,bees,0,0,11,17,2,-0.0288642932195995,NA,NA,NA,NA
Andrenidae,Andrena ungeri,bees,0,0,26,5,13,NA,NA,NA,NA,NA
Andrenidae,Andrena urdula,bees,0,0,1,0,0,NA,NA,NA,NA,NA
Andrenidae,Andrena vacella,bees,0,0,3,1,1,NA,NA,NA,NA,NA
Andrenidae,Andrena vaga,bees,262,461,477,984,17843,NA,0.0164428372300739,0.0435232918947466,0.054937944232114,0.0377293822576384
Andrenidae,Andrena varia,bees,0,0,0,0,2,NA,NA,NA,NA,NA
Andrenidae,Andrena variabilis,bees,26,18,89,109,128,NA,NA,NA,NA,NA
Andrenidae,Andrena varians,bees,162,247,568,400,386,NA,-0.0142406216106386,-0.0787922612820698,-0.0930412970795527,0.02628502965824
Andrenidae,Andrena varuga,bees,0,4,0,6,30,NA,NA,NA,NA,NA
Andrenidae,Andrena ventralis,bees,122,127,228,345,2602,NA,0.0106721893209342,0.0609755567796637,-0.0359972294483225,-0.0223741752240542
Andrenidae,Andrena ventricosa,bees,29,12,39,40,50,NA,NA,NA,NA,NA
Andrenidae,Andrena verae,bees,0,0,2,0,0,NA,NA,NA,NA,NA
Andrenidae,Andrena verticalis,bees,0,21,254,234,222,-0.00818046841312196,NA,NA,NA,NA
Andrenidae,Andrena vetula,bees,7,4,28,62,43,-0.0170944577099116,NA,NA,NA,NA
Andrenidae,Andrena villipes,bees,0,3,31,68,58,-0.044954532116226,NA,NA,NA,NA
Andrenidae,Andrena viridescens,bees,29,33,33,227,565,NA,0.0594692677756957,0.143281794191387,0.0194332964717412,NA
Andrenidae,Andrena vocifera,bees,0,0,2,0,10,NA,NA,NA,NA,NA
Andrenidae,Andrena volgensis,bees,0,0,1,0,0,NA,NA,NA,NA,NA
Andrenidae,Andrena vulcana,bees,0,0,6,1,16,NA,NA,NA,NA,NA
Andrenidae,Andrena vulpecula,bees,2,12,45,70,84,NA,NA,NA,NA,NA
Andrenidae,Andrena walishanovi,bees,0,0,0,0,1,NA,NA,NA,NA,NA
Andrenidae,Andrena westensis,bees,0,0,1,6,118,NA,NA,NA,NA,NA
Andrenidae,Andrena wilhelmi,bees,1,4,15,8,29,-0.107816132371788,NA,NA,NA,NA
Andrenidae,Andrena wilkella,bees,569,970,1543,2545,7241,-0.00447824301119155,0.011151160377663,-0.0314388721489121,-0.0117361403512043,0.00242061142588677
Andrenidae,Camptopoeum friesei,bees,14,38,36,4,4,NA,NA,NA,NA,NA
Andrenidae,Camptopoeum frontale,bees,5,29,84,29,14,NA,NA,NA,NA,NA
Andrenidae,Camptopoeum nasutum,bees,0,3,5,0,4,NA,NA,NA,NA,NA
Andrenidae,Camptopoeum variegatum,bees,0,5,6,2,1,NA,NA,NA,NA,NA
Andrenidae,Clavipanurgus sculpturatus,bees,5,2,31,19,0,NA,NA,NA,NA,NA
Andrenidae,Cubiandrena cubiceps,bees,2,0,1,2,0,NA,NA,NA,NA,NA
Andrenidae,Flavipanurgus flavus,bees,0,4,0,14,20,-4.68007459472409e-5,NA,NA,NA,NA
Andrenidae,Flavipanurgus granadensis,bees,4,0,7,4,3,NA,NA,NA,NA,NA
Andrenidae,Flavipanurgus ibericus,bees,0,0,11,30,26,0.0234024539105094,NA,NA,NA,NA
Andrenidae,Flavipanurgus kastiliensis,bees,0,2,8,5,39,NA,NA,NA,NA,NA
Andrenidae,Flavipanurgus venustus,bees,0,3,3,4,1255,-0.0976562653834817,NA,NA,NA,NA
Andrenidae,Halopanurgus baldocki,bees,0,0,0,0,2,NA,NA,NA,NA,NA
Andrenidae,Halopanurgus fuzetus,bees,0,0,4,0,16,NA,NA,NA,NA,NA
Andrenidae,Melitturga caudata,bees,2,50,39,90,87,-0.0480053268633341,NA,NA,NA,NA
Andrenidae,Melitturga clavicornis,bees,86,93,140,128,159,-0.0737570874995822,0.0186095791049618,NA,-0.0281963056429372,NA
Andrenidae,Melitturga praestans,bees,2,0,20,4,0,NA,NA,NA,NA,NA
Andrenidae,Melitturga spinosa,bees,2,0,3,1,0,NA,NA,NA,NA,NA
Andrenidae,Melitturga syriaca,bees,4,0,2,1,0,NA,NA,NA,NA,NA
Andrenidae,Melitturga taurica,bees,0,0,2,2,0,NA,NA,NA,NA,NA
Andrenidae,Panurginus albopilosus,bees,0,2,46,135,131,0.00960277436806664,NA,NA,NA,NA
Andrenidae,Panurginus alpinus,bees,0,2,4,2,12,NA,NA,NA,NA,NA
Andrenidae,Panurginus alticolus,bees,0,1,0,0,0,NA,NA,NA,NA,NA
Andrenidae,Panurginus annulatus,bees,0,8,4,0,14,-0.0282692791800045,NA,NA,NA,NA
Andrenidae,Panurginus corpanus,bees,0,0,0,0,14,NA,NA,NA,NA,NA
Andrenidae,Panurginus herzi,bees,5,10,9,21,220,NA,0.0416197849957526,NA,0.0744735182673018,NA
Andrenidae,Panurginus labiatus,bees,2,21,29,32,25,NA,0.0221558145957991,NA,-0.0551037205358508,NA
Andrenidae,Panurginus lactipennis,bees,2,4,16,0,0,NA,NA,NA,NA,NA
Andrenidae,Panurginus montanus,bees,36,56,102,201,355,NA,0.0239098259344249,NA,NA,NA
Andrenidae,Panurginus romani,bees,9,490,109,63,598,NA,0.0491980036163352,-0.00683464285605028,NA,-0.028763427031368
Andrenidae,Panurginus schwarzi,bees,0,0,0,7,119,NA,NA,NA,NA,NA
Andrenidae,Panurginus sericatus,bees,2,0,19,6,2,NA,NA,NA,NA,NA
Andrenidae,Panurginus tyrolensis,bees,5,0,0,7,0,NA,NA,NA,NA,NA
Andrenidae,Panurgus banksianus,bees,519,465,776,1443,3140,-0.0557830523516983,-0.0113891300255425,-0.0272046669120831,-0.0192979841197922,-0.0341385591373526
Andrenidae,Panurgus calcaratus,bees,664,1433,1103,2431,8245,-0.0115556747808652,0.0226689998867543,0.0249197243208251,-0.0073621026691765,-0.00764947010927758
Andrenidae,Panurgus canescens,bees,0,6,108,139,150,0.00515106770272794,NA,NA,NA,NA
Andrenidae,Panurgus cephalotes,bees,4,29,222,323,244,-0.0729813156597661,NA,-0.0250659200092324,NA,NA
Andrenidae,Panurgus corsicus,bees,0,10,54,182,2,-0.585652686736116,NA,NA,NA,NA
Andrenidae,Panurgus dargius,bees,0,0,21,6,252,-0.153129685687808,NA,NA,NA,NA
Andrenidae,Panurgus dentipes,bees,110,253,497,483,587,NA,NA,NA,NA,NA
Andrenidae,Panurgus meridionalis,bees,0,0,0,4,30,-1.33545037976198e-4,NA,NA,NA,NA
Andrenidae,Panurgus oblitus,bees,0,0,0,1,0,NA,NA,NA,NA,NA
Andrenidae,Panurgus perezi,bees,11,35,59,310,247,NA,NA,NA,NA,NA
Andrenidae,Panurgus pici,bees,0,0,0,3,0,NA,NA,NA,NA,NA
Andrenidae,Panurgus siculus,bees,17,6,28,8,18,NA,NA,NA,NA,NA
Andrenidae,Simpanurgus phyllopodus,bees,0,0,4,0,0,NA,NA,NA,NA,NA
Apidae,Amegilla albigena,bees,155,166,342,469,769,0.0121289047279032,-0.0171440740898718,0.147677792282277,-0.00575573366839186,NA
Apidae,Amegilla andresi,bees,0,9,50,36,59,0.0118026591230069,NA,NA,NA,NA
Apidae,Amegilla fasciata,bees,5,0,29,44,104,0.0742563946521679,NA,NA,NA,NA
Apidae,Amegilla garrula,bees,46,81,66,144,321,0.0354375476268109,-0.0108387902706484,NA,0.00204180732395772,NA
Apidae,Amegilla ochroleuca,bees,6,8,24,35,51,0.0150461204981919,NA,NA,NA,NA
Apidae,Amegilla quadrifasciata,bees,107,154,223,399,940,0.0216874125065995,0.0113576537107266,0.179673972057056,-0.012208279919642,NA
Apidae,Amegilla salviae,bees,0,32,21,5,42,-0.0069775394498027,NA,NA,NA,NA
Apidae,Amegilla savignyi,bees,9,42,54,165,87,NA,NA,NA,NA,NA
Apidae,Amegilla velocissima,bees,0,4,196,6,1,0.028301234856347,NA,NA,NA,NA
Apidae,Ammobates armeniacus,bees,0,1,1,0,0,NA,NA,NA,NA,NA
Apidae,Ammobates biastoides,bees,0,0,1,0,0,NA,NA,NA,NA,NA
Apidae,Ammobates dusmeti,bees,1,1,1,1,0,NA,NA,NA,NA,NA
Apidae,Ammobates mavromoustakisi,bees,1,0,0,0,0,NA,NA,NA,NA,NA
Apidae,Ammobates melectoides,bees,0,0,0,0,1,NA,NA,NA,NA,NA
Apidae,Ammobates muticus,bees,0,13,4,13,92,0.0119084318210983,NA,NA,NA,NA
Apidae,Ammobates oraniensis,bees,0,0,1,0,0,NA,NA,NA,NA,NA
Apidae,Ammobates punctatus,bees,35,61,41,52,78,-0.0544993292005198,-0.0183296917607719,-0.207262759872374,-0.0534083606378584,NA
Apidae,Ammobates rufiventris,bees,0,2,4,0,6,NA,NA,NA,NA,NA
Apidae,Ammobates sanguineus,bees,0,0,1,1,0,NA,NA,NA,NA,NA
Apidae,Ammobates similis,bees,0,2,2,0,0,NA,NA,NA,NA,NA
Apidae,Ammobates vinctus,bees,7,6,4,3,4,NA,NA,NA,NA,NA
Apidae,Ammobatoides abdominalis,bees,8,16,16,3,30,NA,NA,NA,0.0731797242049436,NA
Apidae,Ammobatoides luctuosus,bees,0,0,3,1,1,NA,NA,NA,NA,NA
Apidae,Ammobatoides okalii,bees,0,0,2,0,0,NA,NA,NA,NA,NA
Apidae,Ammobatoides scriptus,bees,0,0,5,3,19,NA,NA,NA,NA,NA
Apidae,Ancyla asiatica,bees,0,0,0,0,6,NA,NA,NA,NA,NA
Apidae,Ancyla holtzi,bees,2,0,1,0,2,NA,NA,NA,NA,NA
Apidae,Ancyla orientalica,bees,0,0,0,0,2,NA,NA,NA,NA,NA
Apidae,Anthophora aestivalis,bees,478,182,372,952,1759,-0.0175039837037147,0.0344833394830028,-0.0313460669075186,-0.0128022669892863,NA
Apidae,Anthophora affinis,bees,5,19,128,224,81,-0.0423730537598763,NA,NA,NA,NA
Apidae,Anthophora agama,bees,24,27,80,120,124,-0.0849843594414245,NA,NA,NA,NA
Apidae,Anthophora astragali,bees,0,0,0,0,1,NA,NA,NA,NA,NA
Apidae,Anthophora atriceps,bees,0,7,26,100,74,0.1962879792628,NA,NA,NA,NA
Apidae,Anthophora atroalba,bees,3,22,42,199,357,0.0156016028725049,NA,NA,NA,NA
Apidae,Anthophora balassogloi,bees,0,2,0,0,0,NA,NA,NA,NA,NA
Apidae,Anthophora balearica,bees,0,0,82,21,93,-0.0881437500293743,NA,NA,NA,NA
Apidae,Anthophora balneorum,bees,157,56,118,217,374,0.0772922894432244,-0.0162705841493739,NA,NA,NA
Apidae,Anthophora bimaculata,bees,502,628,847,2307,3680,-0.0513639485848514,-0.0217903001779376,-0.00198507802106332,-0.0104026768706057,0.0196494422602029
Apidae,Anthophora borealis,bees,18,28,0,11,1,NA,NA,NA,NA,NA
Apidae,Anthophora calcarata,bees,0,0,0,34,13,NA,NA,NA,NA,NA
Apidae,Anthophora canescens,bees,30,12,22,50,121,-0.00514162488681093,NA,NA,NA,NA
Apidae,Anthophora cincrea,bees,1,0,0,0,5,NA,NA,NA,NA,NA
Apidae,Anthophora cinerascens,bees,2,0,0,0,9,NA,NA,NA,NA,NA
Apidae,Anthophora crassipes,bees,63,39,82,143,99,-0.0702062104218811,0.0142129856704223,-0.116602583107682,-0.00252462331355553,NA
Apidae,Anthophora crinipes,bees,172,96,259,334,620,0.00873679083138216,0.00916890720601929,NA,0.0149294933681356,NA
Apidae,Anthophora dalmatica,bees,1,15,0,5,250,-0.0308809887601949,NA,NA,NA,NA
Apidae,Anthophora dispar,bees,25,13,115,272,356,0.00942750678548859,NA,NA,-0.0184468174501533,NA
Apidae,Anthophora dubia,bees,0,0,0,0,36,NA,NA,NA,NA,NA
Apidae,Anthophora dufourii,bees,1,33,10,36,55,-0.145978079045613,NA,NA,-0.0797196097357693,NA
Apidae,Anthophora femorata,bees,0,0,24,116,87,0.0319294818128352,NA,NA,NA,NA
Apidae,Anthophora ferruginea,bees,0,0,31,26,5,NA,NA,NA,NA,NA
Apidae,Anthophora fulvipes,bees,2,5,3,14,12,0.0166247463638923,NA,NA,NA,NA
Apidae,Anthophora fulvitarsis,bees,29,27,120,80,59,0.0119747273539039,NA,NA,-0.188257835571723,NA
Apidae,Anthophora fulvodimidiata,bees,7,6,4,53,78,0.0186164579098643,NA,NA,NA,NA
Apidae,Anthophora furcata,bees,658,1013,1000,2502,7615,NA,NA,NA,NA,NA
Apidae,Anthophora gallica,bees,15,16,34,50,32,NA,NA,NA,NA,NA
Apidae,Anthophora harmalae,bees,1,0,0,0,2,NA,NA,NA,NA,NA
Apidae,Anthophora hispanica,bees,0,2,6,20,264,NA,NA,NA,NA,NA
Apidae,Anthophora leucophaea,bees,4,8,16,103,38,-0.0823446169586368,NA,NA,NA,NA
Apidae,Anthophora monacha,bees,0,0,0,0,3,NA,NA,NA,NA,NA
Apidae,Anthophora mucida,bees,79,45,167,246,193,-0.173959116534924,-0.0645756811010552,-0.00143259573953633,NA,NA
Apidae,Anthophora nigriceps,bees,0,0,0,0,13,NA,NA,NA,NA,NA
Apidae,Anthophora nigrovittata,bees,0,4,4,15,34,0.325253450957306,NA,NA,NA,NA
Apidae,Anthophora orientalis,bees,19,2,1,9,226,-0.0267178058643704,NA,NA,NA,NA
Apidae,Anthophora plagiata,bees,421,242,248,140,316,-0.0137454413932296,-0.0460959988958907,-0.0908991083873708,-0.0681492994616555,-0.107346426259532
Apidae,Anthophora plumipes,bees,810,918,4040,7325,31170,0.0296343373245637,0.0265852125331871,0.0631473180833855,0.0395427681186195,0.0723991682180039
Apidae,Anthophora podagra,bees,2,10,5,25,33,-0.0720062692675435,NA,NA,NA,NA
Apidae,Anthophora pruinosa,bees,0,2,22,16,2,0.0225104243707587,NA,NA,NA,NA
Apidae,Anthophora pubescens,bees,246,188,129,120,169,NA,NA,NA,NA,NA
Apidae,Anthophora punctilabris,bees,0,0,0,12,11,NA,NA,NA,NA,NA
Apidae,Anthophora quadricolor,bees,2,4,0,18,0,NA,NA,NA,NA,NA
Apidae,Anthophora quadrimaculata,bees,715,1002,978,1866,5228,0.0164658884492652,-0.00889293020902959,0.0078607809826048,0.00753157867109774,-0.00711247442766894
Apidae,Anthophora retusa,bees,700,1027,430,578,3480,-0.0406334815972973,-0.051633947237802,-0.0762277557703818,-0.0291429341384148,-0.018873817922683
Apidae,Anthophora robusta,bees,6,12,76,65,35,NA,NA,NA,NA,NA
Apidae,Anthophora rogenhoferi,bees,10,0,0,0,14,-0.0326518810718387,NA,NA,NA,NA
Apidae,Anthophora romandii,bees,2,4,6,96,77,-0.0524554480854295,NA,NA,NA,NA
Apidae,Anthophora rutilans,bees,1,0,2,0,60,0.0160796217311799,NA,NA,NA,NA
Apidae,Anthophora senescens,bees,5,0,29,76,17,-0.0194397745606163,NA,NA,NA,NA
Apidae,Anthophora sichelii,bees,4,6,10,21,25,-0.0458227082262579,NA,NA,NA,NA
Apidae,Anthophora socia,bees,1,0,0,0,10,NA,NA,NA,NA,NA
Apidae,Anthophora testaceipes,bees,0,3,0,0,0,NA,NA,NA,NA,NA
Apidae,Anthophora ventilabris,bees,0,0,2,6,0,NA,NA,NA,NA,NA
Apidae,Biastes brevicornis,bees,16,11,31,9,27,NA,NA,NA,0.174254941267994,NA
Apidae,Biastes emarginatus,bees,9,20,33,34,34,NA,NA,NA,NA,NA
Apidae,Biastes truncatus,bees,21,33,183,25,87,NA,NA,NA,-0.0142675631557329,-0.0879651729904736
Apidae,Bombus alpinus,bees,192,289,554,117,813,NA,0.00918687368302386,0.0254538216879921,NA,0.0633327824030844
