Genus,Specific,Species,taxo_group,European_Category
Anasimyia,contracta,Anasimyia contracta,hoverflies,LC
Anasimyia,femorata,Anasimyia femorata,hoverflies,EN
Anasimyia,interpuncta,Anasimyia interpuncta,hoverflies,LC
Anasimyia,lunulata,Anasimyia lunulata,hoverflies,LC
Anasimyia,transfuga,Anasimyia transfuga,hoverflies,LC
Arctosyrphus,willingii,Arctosyrphus willingii,hoverflies,DD
Baccha,elongata,Baccha elongata,hoverflies,LC
Blera,eoa,Blera eoa,hoverflies,EN
Blera,fallax,Blera fallax,hoverflies,LC
Brachyopa,minima,Brachyopa minima,hoverflies,CR
Blera,nitens,Blera nitens,hoverflies,DD
Brachyopa,atlantea,Brachyopa atlantea,hoverflies,DD
Brachyopa,bicolor,Brachyopa bicolor,hoverflies,LC
Brachyopa,bimaculosa,Brachyopa bimaculosa,hoverflies,EN
Brachyopa,cinerea,Brachyopa cinerea,hoverflies,VU
Brachyopa,dorsata,Brachyopa dorsata,hoverflies,LC
Brachyopa,grunewaldensis,Brachyopa grunewaldensis,hoverflies,EN
Brachyopa,insensilis,Brachyopa insensilis,hoverflies,LC
Brachyopa,maculipennis,Brachyopa maculipennis,hoverflies,EN
Brachyopa,obscura,Brachyopa obscura,hoverflies,LC
Brachyopa,panzeri,Brachyopa panzeri,hoverflies,LC
Brachyopa,pilosa,Brachyopa pilosa,hoverflies,LC
Brachyopa,plena,Brachyopa plena,hoverflies,NT
Brachyopa,quadrimaculosa,Brachyopa quadrimaculosa,hoverflies,EN
Brachyopa,scutellaris,Brachyopa scutellaris,hoverflies,LC
Brachyopa,silviae,Brachyopa silviae,hoverflies,EN
Brachyopa,testacea,Brachyopa testacea,hoverflies,LC
Brachyopa,vernalis,Brachyopa vernalis,hoverflies,EN
Brachyopa,vittata,Brachyopa vittata,hoverflies,NT
Brachyopa,zhelochovtsevi,Brachyopa zhelochovtsevi,hoverflies,DD
Brachypalpoides,lentus,Brachypalpoides lentus,hoverflies,LC
Brachypalpus,chrysites,Brachypalpus chrysites,hoverflies,VU
Brachypalpus,laphriformis,Brachypalpus laphriformis,hoverflies,LC
Brachypalpus,valgus,Brachypalpus valgus,hoverflies,LC
Caliprobola,speciosa,Caliprobola speciosa,hoverflies,LC
Callicera,aenea,Callicera aenea,hoverflies,VU
Callicera,aurata,Callicera aurata,hoverflies,VU
Callicera,fagesii,Callicera fagesii,hoverflies,EN
Callicera,macquarti,Callicera macquarti,hoverflies,EN
Callicera,rufa,Callicera rufa,hoverflies,VU
Callicera,scintilla,Callicera scintilla,hoverflies,CR
Callicera,spinolae,Callicera spinolae,hoverflies,VU
Ceriana,conopsoides,Ceriana conopsoides,hoverflies,LC
Ceriana,glaebosa,Ceriana glaebosa,hoverflies,EN
Ceriana,vespiformis,Ceriana vespiformis,hoverflies,LC
Chalcosyrphus,eumerus,Chalcosyrphus eumerus,hoverflies,DD
Chalcosyrphus,eunotus,Chalcosyrphus eunotus,hoverflies,VU
Chalcosyrphus,femoratus,Chalcosyrphus femoratus,hoverflies,VU
Chalcosyrphus,jacobsoni,Chalcosyrphus jacobsoni,hoverflies,EN
Chalcosyrphus,nemorum,Chalcosyrphus nemorum,hoverflies,LC
Chalcosyrphus,nigripes,Chalcosyrphus nigripes,hoverflies,EN
Chalcosyrphus,nitidus,Chalcosyrphus nitidus,hoverflies,DD
Chalcosyrphus,obscurus,Chalcosyrphus obscurus,hoverflies,DD
Chalcosyrphus,pannonicus,Chalcosyrphus pannonicus,hoverflies,EN
Chalcosyrphus,piger,Chalcosyrphus piger,hoverflies,LC
Chalcosyrphus,rufipes,Chalcosyrphus rufipes,hoverflies,EN
Chalcosyrphus,valgus,Chalcosyrphus valgus,hoverflies,LC
Cheilosia,aerea,Cheilosia aerea,hoverflies,LC
Cheilosia,ahenea,Cheilosia ahenea,hoverflies,DD
Cheilosia,alba,Cheilosia alba,hoverflies,EN
Cheilosia,albipila,Cheilosia albipila,hoverflies,LC
Cheilosia,albitarsis,Cheilosia albitarsis,hoverflies,LC
Cheilosia,alpestris,Cheilosia alpestris,hoverflies,EN
Cheilosia,alpina,Cheilosia alpina,hoverflies,EN
Cheilosia,andalusiaca,Cheilosia andalusiaca,hoverflies,EN
Cheilosia,angustigenis,Cheilosia angustigenis,hoverflies,LC
Cheilosia,antiqua,Cheilosia antiqua,hoverflies,LC
Cheilosia,aristata,Cheilosia aristata,hoverflies,EN
Cheilosia,balkana,Cheilosia balkana,hoverflies,EN
Cheilosia,barbafacies,Cheilosia barbafacies,hoverflies,EN
Cheilosia,barbata,Cheilosia barbata,hoverflies,LC
Cheilosia,beckeri,Cheilosia beckeri,hoverflies,EN
Cheilosia,bergenstammi,Cheilosia bergenstammi,hoverflies,LC
Cheilosia,brachysoma,Cheilosia brachysoma,hoverflies,DD
Cheilosia,bracusi,Cheilosia bracusi,hoverflies,LC
Cheilosia,brunnipennis,Cheilosia brunnipennis,hoverflies,LC
Cheilosia,caerulescens,Cheilosia caerulescens,hoverflies,LC
Cheilosia,candida,Cheilosia candida,hoverflies,DD
Cheilosia,canicularis,Cheilosia canicularis,hoverflies,LC
Cheilosia,carbonaria,Cheilosia carbonaria,hoverflies,LC
Cheilosia,chloris,Cheilosia chloris,hoverflies,LC
Cheilosia,chrysocoma,Cheilosia chrysocoma,hoverflies,LC
Cheilosia,clama,Cheilosia clama,hoverflies,EN
Cheilosia,clausseni,Cheilosia clausseni,hoverflies,EN
Cheilosia,crassiseta,Cheilosia crassiseta,hoverflies,EN
Cheilosia,cumanica,Cheilosia cumanica,hoverflies,LC
Cheilosia,cynocephala,Cheilosia cynocephala,hoverflies,LC
Cheilosia,derasa,Cheilosia derasa,hoverflies,LC
Cheilosia,fasciata,Cheilosia fasciata,hoverflies,LC
Cheilosia,faucis,Cheilosia faucis,hoverflies,EN
Cheilosia,flavipes,Cheilosia flavipes,hoverflies,LC
Cheilosia,flavissima,Cheilosia flavissima,hoverflies,LC
Cheilosia,fraterna,Cheilosia fraterna,hoverflies,LC
Cheilosia,frontalis,Cheilosia frontalis,hoverflies,LC
Cheilosia,gagatea,Cheilosia gagatea,hoverflies,EN
Cheilosia,gigantea,Cheilosia gigantea,hoverflies,LC
Cheilosia,gorodkovi,Cheilosia gorodkovi,hoverflies,EN
Cheilosia,griseifacies,Cheilosia griseifacies,hoverflies,EN
Cheilosia,grisella,Cheilosia grisella,hoverflies,LC
Cheilosia,grossa,Cheilosia grossa,hoverflies,LC
Cheilosia,herculana,Cheilosia herculana,hoverflies,EN
Cheilosia,hercyniae,Cheilosia hercyniae,hoverflies,EN
Cheilosia,himantopa,Cheilosia himantopa,hoverflies,LC
Cheilosia,hypena,Cheilosia hypena,hoverflies,LC
Cheilosia,iberica,Cheilosia iberica,hoverflies,EN
Cheilosia,illustrata,Cheilosia illustrata,hoverflies,LC
Cheilosia,impressa,Cheilosia impressa,hoverflies,LC
Cheilosia,impudens,Cheilosia impudens,hoverflies,EN
Cheilosia,ingerae,Cheilosia ingerae,hoverflies,EN
Cheilosia,insignis,Cheilosia insignis,hoverflies,EN
Cheilosia,katara,Cheilosia katara,hoverflies,CR
Cheilosia,kerteszi,Cheilosia kerteszi,hoverflies,EN
Cheilosia,laeviseta,Cheilosia laeviseta,hoverflies,EN
Cheilosia,laeviventris,Cheilosia laeviventris,hoverflies,EN
Cheilosia,lasiopa,Cheilosia lasiopa,hoverflies,LC
Cheilosia,laticornis,Cheilosia laticornis,hoverflies,LC
Cheilosia,latifrons,Cheilosia latifrons,hoverflies,LC
Cheilosia,latigenis,Cheilosia latigenis,hoverflies,EN
Cheilosia,lenis,Cheilosia lenis,hoverflies,LC
Cheilosia,lenta,Cheilosia lenta,hoverflies,EN
Cheilosia,limbicornis,Cheilosia limbicornis,hoverflies,EN
Cheilosia,loewi,Cheilosia loewi,hoverflies,EN
Cheilosia,longula,Cheilosia longula,hoverflies,LC
Cheilosia,lucense,Cheilosia lucense,hoverflies,EN
Cheilosia,luteicornis,Cheilosia luteicornis,hoverflies,LC
Cheilosia,marginata,Cheilosia marginata,hoverflies,NT
Cheilosia,melanopa,Cheilosia melanopa,hoverflies,LC
Cheilosia,melanura,Cheilosia melanura,hoverflies,LC
Cheilosia,montana,Cheilosia montana,hoverflies,EN
Cheilosia,morio,Cheilosia morio,hoverflies,EN
Cheilosia,mutabilis,Cheilosia mutabilis,hoverflies,LC
Cheilosia,naruska,Cheilosia naruska,hoverflies,NT
Cheilosia,nebulosa,Cheilosia nebulosa,hoverflies,LC
Cheilosia,nigripes,Cheilosia nigripes,hoverflies,LC
Cheilosia,nivalis,Cheilosia nivalis,hoverflies,EN
Cheilosia,orthotricha,Cheilosia orthotricha,hoverflies,LC
Cheilosia,pagana,Cheilosia pagana,hoverflies,LC
Cheilosia,paralobi,Cheilosia paralobi,hoverflies,EN
Cheilosia,pascuorum,Cheilosia pascuorum,hoverflies,LC
Cheilosia,pedemontana,Cheilosia pedemontana,hoverflies,EN
Cheilosia,pedestris,Cheilosia pedestris,hoverflies,EN
Cheilosia,personata,Cheilosia personata,hoverflies,LC
Cheilosia,pictipennis,Cheilosia pictipennis,hoverflies,EN
Cheilosia,pilifer,Cheilosia pilifer,hoverflies,EN
Cheilosia,pini,Cheilosia pini,hoverflies,EN
Cheilosia,proxima,Cheilosia proxima,hoverflies,LC
Cheilosia,psilophthalma,Cheilosia psilophthalma,hoverflies,LC
Cheilosia,pubera,Cheilosia pubera,hoverflies,LC
Cheilosia,ranunculi,Cheilosia ranunculi,hoverflies,LC
Cheilosia,redi,Cheilosia redi,hoverflies,LC
Cheilosia,reniformis,Cheilosia reniformis,hoverflies,VU
Cheilosia,rhodiolae,Cheilosia rhodiolae,hoverflies,DD
Cheilosia,rhynchops,Cheilosia rhynchops,hoverflies,LC
Cheilosia,rodgersi,Cheilosia rodgersi,hoverflies,EN
Cheilosia,rufimana,Cheilosia rufimana,hoverflies,LC
Cheilosia,sahlbergi,Cheilosia sahlbergi,hoverflies,DD
Cheilosia,schnabli,Cheilosia schnabli,hoverflies,EN
Cheilosia,scutellata,Cheilosia scutellata,hoverflies,LC
Cheilosia,semifasciata,Cheilosia semifasciata,hoverflies,LC
Cheilosia,sootryeni,Cheilosia sootryeni,hoverflies,LC
Cheilosia,soror,Cheilosia soror,hoverflies,LC
Cheilosia,subpictipennis,Cheilosia subpictipennis,hoverflies,EN
Cheilosia,thessala,Cheilosia thessala,hoverflies,EN
Cheilosia,tonsa,Cheilosia tonsa,hoverflies,EN
Cheilosia,urbana,Cheilosia urbana,hoverflies,LC
Cheilosia,uviformis,Cheilosia uviformis,hoverflies,LC
Cheilosia,vangaveri,Cheilosia vangaveri,hoverflies,EN
Cheilosia,variabilis,Cheilosia variabilis,hoverflies,LC
Cheilosia,varnensis,Cheilosia varnensis,hoverflies,CR
Cheilosia,velutina,Cheilosia velutina,hoverflies,LC
Cheilosia,venosa,Cheilosia venosa,hoverflies,EN
Cheilosia,vernalis,Cheilosia vernalis,hoverflies,LC
Cheilosia,vicina,Cheilosia vicina,hoverflies,LC
Cheilosia,vujici,Cheilosia vujici,hoverflies,EN
Cheilosia,vulpina,Cheilosia vulpina,hoverflies,LC
Chrysogaster,basalis,Chrysogaster basalis,hoverflies,VU
Chrysogaster,cemiteriorum,Chrysogaster cemiteriorum,hoverflies,LC
Chrysogaster,mediterraneus,Chrysogaster mediterraneus,hoverflies,EN
Chrysogaster,musatovi,Chrysogaster musatovi,hoverflies,DD
Chrysogaster,rondanii,Chrysogaster rondanii,hoverflies,EN
Chrysogaster,simplex,Chrysogaster simplex,hoverflies,EN
Chrysogaster,solstitialis,Chrysogaster solstitialis,hoverflies,LC
Chrysogaster,virescens,Chrysogaster virescens,hoverflies,NT
Chrysosyrphus,nasutus,Chrysosyrphus nasutus,hoverflies,LC
Chrysosyrphus,nigra,Chrysosyrphus nigra,hoverflies,LC
Chrysotoxum,arcuatum,Chrysotoxum arcuatum,hoverflies,LC
Chrysotoxum,bicinctum,Chrysotoxum bicinctum,hoverflies,LC
Chrysotoxum,cautum,Chrysotoxum cautum,hoverflies,LC
Chrysotoxum,cisalpinum,Chrysotoxum cisalpinum,hoverflies,VU
Chrysotoxum,elegans,Chrysotoxum elegans,hoverflies,NT
Chrysotoxum,fasciolatum,Chrysotoxum fasciolatum,hoverflies,LC
Chrysotoxum,festivum,Chrysotoxum festivum,hoverflies,LC
Chrysotoxum,gracile,Chrysotoxum gracile,hoverflies,EN
Chrysotoxum,intermedium,Chrysotoxum intermedium,hoverflies,LC
Chrysotoxum,lineare,Chrysotoxum lineare,hoverflies,EN
Chrysotoxum,montanum,Chrysotoxum montanum,hoverflies,NT
Chrysotoxum,octomaculatum,Chrysotoxum octomaculatum,hoverflies,NT
Chrysotoxum,orthostylum,Chrysotoxum orthostylum,hoverflies,VU
Chrysotoxum,parmense,Chrysotoxum parmense,hoverflies,EN
Chrysotoxum,tomentosum,Chrysotoxum tomentosum,hoverflies,LC
Chrysotoxum,triarcuatum,Chrysotoxum triarcuatum,hoverflies,VU
Chrysotoxum,vernale,Chrysotoxum vernale,hoverflies,LC
Chrysotoxum,verralli,Chrysotoxum verralli,hoverflies,LC
Chrysotoxum,volaticum,Chrysotoxum volaticum,hoverflies,LC
Claussenia,hispanica,Claussenia hispanica,hoverflies,EN
Copestylum,melleum,Copestylum melleum,hoverflies,NA
Criorhina,asilica,Criorhina asilica,hoverflies,LC
Criorhina,berberina,Criorhina berberina,hoverflies,LC
Criorhina,floccosa,Criorhina floccosa,hoverflies,LC
Criorhina,pachymera,Criorhina pachymera,hoverflies,LC
Criorhina,ranunculi,Criorhina ranunculi,hoverflies,LC
Cryptopipiza,notabila,Cryptopipiza notabila,hoverflies,EN
Dasysyrphus,albostriatus,Dasysyrphus albostriatus,hoverflies,LC
Dasysyrphus,eggeri,Dasysyrphus eggeri,hoverflies,EN
Dasysyrphus,friuliensis,Dasysyrphus friuliensis,hoverflies,LC
Dasysyrphus,hilaris,Dasysyrphus hilaris,hoverflies,LC
Dasysyrphus,lenensis,Dasysyrphus lenensis,hoverflies,LC
Dasysyrphus,neovenustus,Dasysyrphus neovenustus,hoverflies,LC
Dasysyrphus,nigricornis,Dasysyrphus nigricornis,hoverflies,NT
Dasysyrphus,pauxillus,Dasysyrphus pauxillus,hoverflies,LC
Dasysyrphus,pinastri,Dasysyrphus pinastri,hoverflies,LC
Dasysyrphus,postclaviger,Dasysyrphus postclaviger,hoverflies,LC
Dasysyrphus,tricinctus,Dasysyrphus tricinctus,hoverflies,LC
Epistrophe,leiophthalma,Epistrophe leiophthalma,hoverflies,EN
Dasysyrphus,venustus,Dasysyrphus venustus,hoverflies,LC
Didea,alneti,Didea alneti,hoverflies,LC
Didea,fasciata,Didea fasciata,hoverflies,LC
Didea,intermedia,Didea intermedia,hoverflies,LC
Doros,destillatorius,Doros destillatorius,hoverflies,EN
Doros,profuges,Doros profuges,hoverflies,LC
Epistrophe,annulitarsis,Epistrophe annulitarsis,hoverflies,LC
Epistrophe,cryptica,Epistrophe cryptica,hoverflies,LC
Epistrophe,diaphana,Epistrophe diaphana,hoverflies,LC
Epistrophe,eligans,Epistrophe eligans,hoverflies,LC
Epistrophe,flava,Epistrophe flava,hoverflies,LC
Epistrophe,grossulariae,Epistrophe grossulariae,hoverflies,LC
Epistrophe,melanostoma,Epistrophe melanostoma,hoverflies,LC
Epistrophe,nitidicollis,Epistrophe nitidicollis,hoverflies,LC
Epistrophe,obscuripes,Epistrophe obscuripes,hoverflies,LC
Epistrophe,ochrostoma,Epistrophe ochrostoma,hoverflies,LC
Epistrophe,olgae,Epistrophe olgae,hoverflies,LC
Epistrophella,coronata,Epistrophella coronata,hoverflies,EN
Epistrophella,euchroma,Epistrophella euchroma,hoverflies,LC
Episyrphus,balteatus,Episyrphus balteatus,hoverflies,LC
Eriozona,erratica,Eriozona erratica,hoverflies,LC
Eriozona,syrphoides,Eriozona syrphoides,hoverflies,LC
Eristalinus,aeneus,Eristalinus aeneus,hoverflies,LC
Eristalinus,megacephalus,Eristalinus megacephalus,hoverflies,LC
Eristalinus,sepulchralis,Eristalinus sepulchralis,hoverflies,LC
Eristalinus,taeniops,Eristalinus taeniops,hoverflies,LC
Eristalis,abusiva,Eristalis abusiva,hoverflies,LC
Eristalis,alpina,Eristalis alpina,hoverflies,LC
Eristalis,anthophorina,Eristalis anthophorina,hoverflies,LC
Eristalis,arbustorum,Eristalis arbustorum,hoverflies,LC
Eristalis,cryptarum,Eristalis cryptarum,hoverflies,LC
Eristalis,fratercula,Eristalis fratercula,hoverflies,LC
Eristalis,gomojunovae,Eristalis gomojunovae,hoverflies,LC
Eristalis,hirta,Eristalis hirta,hoverflies,LC
Eristalis,horticola,Eristalis horticola,hoverflies,LC
Eristalis,intricaria,Eristalis intricaria,hoverflies,LC
Eristalis,jugorum,Eristalis jugorum,hoverflies,LC
Eristalis,nemorum,Eristalis nemorum,hoverflies,LC
Eristalis,obscura,Eristalis obscura,hoverflies,LC
Eristalis,oestracea,Eristalis oestracea,hoverflies,LC
Eristalis,pertinax,Eristalis pertinax,hoverflies,LC
Eristalis,picea,Eristalis picea,hoverflies,LC
Eristalis,rossica,Eristalis rossica,hoverflies,LC
Eristalis,rupium,Eristalis rupium,hoverflies,LC
Eristalis,similis,Eristalis similis,hoverflies,LC
Eristalis,tecta,Eristalis tecta,hoverflies,CR
Eristalis,tenax,Eristalis tenax,hoverflies,LC
Eumerus,alpinus,Eumerus alpinus,hoverflies,LC
Eumerus,amoenus,Eumerus amoenus,hoverflies,LC
Eumerus,argyropus,Eumerus argyropus,hoverflies,LC
Eumerus,armatus,Eumerus armatus,hoverflies,VU
Eumerus,aurofinis,Eumerus aurofinis,hoverflies,EN
Eumerus,azabense,Eumerus azabense,hoverflies,CR
Eumerus,banaticus,Eumerus banaticus,hoverflies,CR
Eumerus,barbarus,Eumerus barbarus,hoverflies,LC
Eumerus,basalis,Eumerus basalis,hoverflies,LC
Eumerus,bicornis,Eumerus bicornis,hoverflies,CR
Eumerus,bifurcatus,Eumerus bifurcatus,hoverflies,CR
Eumerus,canariensis,Eumerus canariensis,hoverflies,EN
Eumerus,claripennis,Eumerus claripennis,hoverflies,EN
Eumerus,clavatus,Eumerus clavatus,hoverflies,LC
Eumerus,consimilis,Eumerus consimilis,hoverflies,LC
Eumerus,crassus,Eumerus crassus,hoverflies,VU
Eumerus,dubius,Eumerus dubius,hoverflies,EN
Eumerus,etnensis,Eumerus etnensis,hoverflies,VU
Eumerus,flavitarsis,Eumerus flavitarsis,hoverflies,LC
Eumerus,funeralis,Eumerus funeralis,hoverflies,LC
Eumerus,gibbosus,Eumerus gibbosus,hoverflies,EN
Eumerus,grallator,Eumerus grallator,hoverflies,VU
Eumerus,grandis,Eumerus grandis,hoverflies,LC
Eumerus,hispanicus,Eumerus hispanicus,hoverflies,VU
Eumerus,hispidus,Eumerus hispidus,hoverflies,VU
Eumerus,hungaricus,Eumerus hungaricus,hoverflies,EN
Eumerus,karyates,Eumerus karyates,hoverflies,EN
Eumerus,latitarsis,Eumerus latitarsis,hoverflies,VU
Eumerus,longicornis,Eumerus longicornis,hoverflies,EN
Eumerus,lucidus,Eumerus lucidus,hoverflies,NT
Eumerus,minotaurus,Eumerus minotaurus,hoverflies,VU
Eumerus,montanum,Eumerus montanum,hoverflies,EN
Eumerus,narcissi,Eumerus narcissi,hoverflies,DD
Eumerus,niehuisi,Eumerus niehuisi,hoverflies,EN
Eumerus,nivariae,Eumerus nivariae,hoverflies,CR
Eumerus,niveitibia,Eumerus niveitibia,hoverflies,VU
Eumerus,nudus,Eumerus nudus,hoverflies,LC
Eumerus,obliquus,Eumerus obliquus,hoverflies,LC
Eumerus,olivaceus,Eumerus olivaceus,hoverflies,DD
Eumerus,ornatus,Eumerus ornatus,hoverflies,LC
Eumerus,ovatus,Eumerus ovatus,hoverflies,EN
Eumerus,pannonicus,Eumerus pannonicus,hoverflies,CR
Eumerus,pauper,Eumerus pauper,hoverflies,DD
Eumerus,phaeacus,Eumerus phaeacus,hoverflies,EN
Eumerus,pulchellus,Eumerus pulchellus,hoverflies,LC
Eumerus,purpurariae,Eumerus purpurariae,hoverflies,EN
Eumerus,purpureus,Eumerus purpureus,hoverflies,VU
Eumerus,pusillus,Eumerus pusillus,hoverflies,LC
Eumerus,richteri,Eumerus richteri,hoverflies,EN
Eumerus,rubrum,Eumerus rubrum,hoverflies,EN
Eumerus,ruficornis,Eumerus ruficornis,hoverflies,EN
Eumerus,rusticus,Eumerus rusticus,hoverflies,EN
Eumerus,sabulonum,Eumerus sabulonum,hoverflies,LC
Eumerus,santosabreui,Eumerus santosabreui,hoverflies,EN
Eumerus,sicilianus,Eumerus sicilianus,hoverflies,DD
Eumerus,sinuatus,Eumerus sinuatus,hoverflies,EN
Eumerus,sogdianus,Eumerus sogdianus,hoverflies,LC
Eumerus,strigatus,Eumerus strigatus,hoverflies,LC
Eumerus,subornatus,Eumerus subornatus,hoverflies,EN
Eumerus,sulcitibius,Eumerus sulcitibius,hoverflies,LC
Eumerus,tarsalis,Eumerus tarsalis,hoverflies,EN
Eumerus,tauricus,Eumerus tauricus,hoverflies,EN
Eumerus,tenuitarsis,Eumerus tenuitarsis,hoverflies,CR
Eumerus,torsicus,Eumerus torsicus,hoverflies,EN
Eumerus,tricolor,Eumerus tricolor,hoverflies,LC
Eumerus,truncatus,Eumerus truncatus,hoverflies,EN
Eumerus,uncipes,Eumerus uncipes,hoverflies,LC
Eumerus,vandenberghei,Eumerus vandenberghei,hoverflies,EN
Eumerus,vestitus,Eumerus vestitus,hoverflies,EN
Eupeodes,abiskoensis,Eupeodes abiskoensis,hoverflies,NT
Eupeodes,biciki,Eupeodes biciki,hoverflies,CR
Eupeodes,borealis,Eupeodes borealis,hoverflies,DD
Eupeodes,bucculatus,Eupeodes bucculatus,hoverflies,LC
Eupeodes,corollae,Eupeodes corollae,hoverflies,LC
Eupeodes,curtus,Eupeodes curtus,hoverflies,LC
Eupeodes,duseki,Eupeodes duseki,hoverflies,LC
Eupeodes,flaviceps,Eupeodes flaviceps,hoverflies,LC
Eupeodes,goeldlini,Eupeodes goeldlini,hoverflies,LC
Eupeodes,lambecki,Eupeodes lambecki,hoverflies,DD
Eupeodes,lapponicus,Eupeodes lapponicus,hoverflies,LC
Eupeodes,latifasciatus,Eupeodes latifasciatus,hoverflies,LC
Eupeodes,lucasi,Eupeodes lucasi,hoverflies,LC
Eupeodes,lundbecki,Eupeodes lundbecki,hoverflies,LC
Eupeodes,luniger,Eupeodes luniger,hoverflies,LC
Eupeodes,nielseni,Eupeodes nielseni,hoverflies,LC
Eupeodes,nitens,Eupeodes nitens,hoverflies,LC
Eupeodes,nuba,Eupeodes nuba,hoverflies,LC
Eupeodes,punctifer,Eupeodes punctifer,hoverflies,LC
Eupeodes,rufipunctatus,Eupeodes rufipunctatus,hoverflies,EN
Eupeodes,tirolensis,Eupeodes tirolensis,hoverflies,NT
Eupeodes,vandergooti,Eupeodes vandergooti,hoverflies,EN
Eupeodes,vockerothi,Eupeodes vockerothi,hoverflies,DD
Eurimyia,lineata,Eurimyia lineata,hoverflies,LC
Ferdinandea,aurea,Ferdinandea aurea,hoverflies,LC
Ferdinandea,cuprea,Ferdinandea cuprea,hoverflies,LC
Ferdinandea,fumipennis,Ferdinandea fumipennis,hoverflies,LC
Ferdinandea,ruficornis,Ferdinandea ruficornis,hoverflies,LC
Ischyroptera,bipilosa,Ischyroptera bipilosa,hoverflies,CR
Hammerschmidtia,ferruginea,Hammerschmidtia ferruginea,hoverflies,LC
Hammerschmidtia,ingrica,Hammerschmidtia ingrica,hoverflies,EN
Helophilus,affinis,Helophilus affinis,hoverflies,LC
Helophilus,bottnicus,Helophilus bottnicus,hoverflies,RE
Helophilus,continuus,Helophilus continuus,hoverflies,LC
Helophilus,groenlandicus,Helophilus groenlandicus,hoverflies,LC
Helophilus,hybridus,Helophilus hybridus,hoverflies,LC
Helophilus,lapponicus,Helophilus lapponicus,hoverflies,LC
Helophilus,pendulus,Helophilus pendulus,hoverflies,LC
Helophilus,trivittatus,Helophilus trivittatus,hoverflies,LC
Heringia,adpropinquans,Heringia adpropinquans,hoverflies,EN
Heringia,heringi,Heringia heringi,hoverflies,LC
Ischiodon,aegyptius,Ischiodon aegyptius,hoverflies,LC
Ischiodon,scutellaris,Ischiodon scutellaris,hoverflies,VU
Katara,connexa,Katara connexa,hoverflies,CR
Lejogaster,metallina,Lejogaster metallina,hoverflies,LC
Lejogaster,tarsata,Lejogaster tarsata,hoverflies,LC
Lejops,vittatus,Lejops vittatus,hoverflies,VU
Lejota,korsakovi,Lejota korsakovi,hoverflies,DD
Lejota,ruficornis,Lejota ruficornis,hoverflies,LC
Leucozona,glaucia,Leucozona glaucia,hoverflies,LC
Leucozona,inopinata,Leucozona inopinata,hoverflies,LC
Leucozona,laternaria,Leucozona laternaria,hoverflies,LC
Leucozona,lucorum,Leucozona lucorum,hoverflies,LC
Mallota,cimbiciformis,Mallota cimbiciformis,hoverflies,LC
Mallota,dusmeti,Mallota dusmeti,hoverflies,LC
Mallota,eurasiatica,Mallota eurasiatica,hoverflies,LC
Mallota,fuciformis,Mallota fuciformis,hoverflies,LC
Mallota,megilliformis,Mallota megilliformis,hoverflies,LC
Mallota,rossica,Mallota rossica,hoverflies,LC
Mallota,tricolor,Mallota tricolor,hoverflies,LC
Melangyna,arctica,Melangyna arctica,hoverflies,LC
Melangyna,barbifrons,Melangyna barbifrons,hoverflies,LC
Melangyna,cincta,Melangyna cincta,hoverflies,LC
Melangyna,cingulata,Melangyna cingulata,hoverflies,LC
Melangyna,coei,Melangyna coei,hoverflies,LC
Melangyna,compositarum,Melangyna compositarum,hoverflies,LC
Melangyna,ericarum,Melangyna ericarum,hoverflies,NT
Melangyna,guttata,Melangyna guttata,hoverflies,LC
Melangyna,labiatarum,Melangyna labiatarum,hoverflies,LC
Melangyna,lasiophthalma,Melangyna lasiophthalma,hoverflies,LC
Melangyna,lucifera,Melangyna lucifera,hoverflies,LC
Melangyna,pavlovskyi,Melangyna pavlovskyi,hoverflies,NA
Melangyna,quadrimaculata,Melangyna quadrimaculata,hoverflies,LC
Melangyna,triangulifera,Melangyna triangulifera,hoverflies,LC
Melangyna,umbellatarum,Melangyna umbellatarum,hoverflies,LC
Melanogaster,aerosa,Melanogaster aerosa,hoverflies,LC
Melanogaster,curvistylus,Melanogaster curvistylus,hoverflies,EN
Melanogaster,hirtella,Melanogaster hirtella,hoverflies,LC
Melanogaster,jaroslavensis,Melanogaster jaroslavensis,hoverflies,EN
Melanogaster,nigricans,Melanogaster nigricans,hoverflies,VU
Melanogaster,nuda,Melanogaster nuda,hoverflies,LC
Melanogaster,parumplicata,Melanogaster parumplicata,hoverflies,LC
Melanogaster,tumescens,Melanogaster tumescens,hoverflies,DD
Melanostoma,certum,Melanostoma certum,hoverflies,LC
Melanostoma,incompletum,Melanostoma incompletum,hoverflies,EN
Melanostoma,mellarium,Melanostoma mellarium,hoverflies,LC
Melanostoma,mellinum,Melanostoma mellinum,hoverflies,LC
Melanostoma,scalare,Melanostoma scalare,hoverflies,LC
Melanostoma,wollastoni,Melanostoma wollastoni,hoverflies,EN
Meliscaeva,auricollis,Meliscaeva auricollis,hoverflies,LC
Meliscaeva,cinctella,Meliscaeva cinctella,hoverflies,LC
Merodon,aberrans,Merodon aberrans,hoverflies,LC
Merodon,abruzzensis,Merodon abruzzensis,hoverflies,EN
Merodon,adriaticus,Merodon adriaticus,hoverflies,EN
Merodon,aerarius,Merodon aerarius,hoverflies,LC
Merodon,alagoezicus,Merodon alagoezicus,hoverflies,EN
