Genus,Specific,Species,taxo_group,European_Category
Andrena,relata,Andrena relata,bees,LC
Andrena,rugothorace,Andrena rugothorace,bees,LC
Andrena,danuvia,Andrena danuvia,bees,LC
Hylaeus,annulatus,Hylaeus annulatus,bees,LC
Andrena,saxonica,Andrena saxonica,bees,LC
Andrena,nigroaenea,Andrena nigroaenea,bees,LC
Andrena,alutacea,Andrena alutacea,bees,LC
Andrena,rugulosa,Andrena rugulosa,bees,NT
Nomada,jaramensis,Nomada jaramensis,bees,NA
Hylaeus,angustatus,Hylaeus angustatus,bees,LC
Andrena,magunta,Andrena magunta,bees,LC
Andrena,cypria,Andrena cypria,bees,NT
Nomada,gruenwaldti,Nomada gruenwaldti,bees,LC
Hylaeus,scutellaris,Hylaeus scutellaris,bees,NA
Andrena,ventralis,Andrena ventralis,bees,LC
Andrena,derbentina,Andrena derbentina,bees,NA
Andrena,phoenicura,Andrena phoenicura,bees,DD
Andrena,monacha,Andrena monacha,bees,LC
Andrena,clypella,Andrena clypella,bees,LC
Andrena,merula,Andrena merula,bees,LC
Andrena,kriechbaumeri,Andrena kriechbaumeri,bees,LC
Hylaeus,pictus,Hylaeus pictus,bees,LC
Andrena,distinguenda,Andrena distinguenda,bees,LC
Andrena,ferox,Andrena ferox,bees,LC
Andrena,schwarzi,Andrena schwarzi,bees,DD
Andrena,nebularia,Andrena nebularia,bees,LC
Andrena,seminuda,Andrena seminuda,bees,LC
Hylaeus,euryscapus,Hylaeus euryscapus,bees,LC
Megachile,alpicola,Megachile alpicola,bees,LC
Andrena,volgensis,Andrena volgensis,bees,DD
Andrena,elegans,Andrena elegans,bees,NT
Hylaeus,punctatus,Hylaeus punctatus,bees,LC
Hylaeus,meridionalis,Hylaeus meridionalis,bees,DD
Andrena,verae,Andrena verae,bees,DD
Hylaeus,rugicollis,Hylaeus rugicollis,bees,DD
Andrena,hystrix,Andrena hystrix,bees,LC
Andrena,canohirta,Andrena canohirta,bees,LC
Andrena,paganettina,Andrena paganettina,bees,DD
Andrena,panurgina,Andrena panurgina,bees,LC
Andrena,lamiana,Andrena lamiana,bees,LC
Andrena,caneae,Andrena caneae,bees,LC
Andrena,enslinella,Andrena enslinella,bees,NT
Andrena,cervina,Andrena cervina,bees,LC
Hylaeus,sulphuripes,Hylaeus sulphuripes,bees,LC
Andrena,lateralis,Andrena lateralis,bees,LC
Andrena,obsoleta,Andrena obsoleta,bees,CR
Andrena,fulvitarsis,Andrena fulvitarsis,bees,LC
Andrena,nitida,Andrena nitida,bees,LC
Andrena,sericata,Andrena sericata,bees,NT
Andrena,fulica,Andrena fulica,bees,LC
Andrena,urdula,Andrena urdula,bees,EN
Andrena,saettana,Andrena saettana,bees,EN
Andrena,brumanensis,Andrena brumanensis,bees,LC
Andrena,ornata,Andrena ornata,bees,CR
Andrena,stigmatica,Andrena stigmatica,bees,DD
Andrena,nanaeformis,Andrena nanaeformis,bees,LC
Andrena,astica,Andrena astica,bees,LC
Andrena,tridentata,Andrena tridentata,bees,RE
Andrena,dubiosa,Andrena dubiosa,bees,NT
Hylaeus,biarmicus,Hylaeus biarmicus,bees,NA
Andrena,abrupta,Andrena abrupta,bees,LC
Hylaeus,rubicola,Hylaeus rubicola,bees,LC
Andrena,argentata,Andrena argentata,bees,NT
Hylaeus,cypricola,Hylaeus cypricola,bees,LC
Andrena,simontornyella,Andrena simontornyella,bees,LC
Andrena,avara,Andrena avara,bees,DD
Andrena,torda,Andrena torda,bees,LC
Andrena,decipiens,Andrena decipiens,bees,LC
Andrena,mehelyi,Andrena mehelyi,bees,DD
Andrena,nycthemera,Andrena nycthemera,bees,LC
Andrena,susterai,Andrena susterai,bees,LC
Epeolus,fasciatus,Epeolus fasciatus,bees,CR
Andrena,nisoria,Andrena nisoria,bees,NA
Hylaeus,sidensis,Hylaeus sidensis,bees,DD
Hylaeus,incongruus,Hylaeus incongruus,bees,LC
Andrena,anatolica,Andrena anatolica,bees,LC
Andrena,limassolica,Andrena limassolica,bees,EN
Andrena,semirubra,Andrena semirubra,bees,NA
Andrena,ungeri,Andrena ungeri,bees,LC
Andrena,oralis,Andrena oralis,bees,NT
Andrena,angustior,Andrena angustior,bees,LC
Andrena,ruficrus,Andrena ruficrus,bees,LC
Andrena,paucisquama,Andrena paucisquama,bees,LC
Andrena,minutula,Andrena minutula,bees,LC
Andrena,taraxaci,Andrena taraxaci,bees,LC
Andrena,nucleola,Andrena nucleola,bees,DD
Andrena,braunsiana,Andrena braunsiana,bees,DD
Andrena,colletiformis,Andrena colletiformis,bees,LC
Hylaeus,gracilicornis,Hylaeus gracilicornis,bees,LC
Hylaeus,pectoralis,Hylaeus pectoralis,bees,LC
Andrena,biarmica,Andrena biarmica,bees,DD
Andrena,nigroolivacea,Andrena nigroolivacea,bees,LC
Andrena,flavobila,Andrena flavobila,bees,EN
Andrena,florea,Andrena florea,bees,LC
Andrena,truncatilabris,Andrena truncatilabris,bees,LC
Andrena,synadelpha,Andrena synadelpha,bees,LC
Andrena,lapponica,Andrena lapponica,bees,LC
Andrena,trimmerana,Andrena trimmerana,bees,LC
Andrena,tarsata,Andrena tarsata,bees,LC
Andrena,varians,Andrena varians,bees,LC
Andrena,oviventris,Andrena oviventris,bees,LC
Andrena,cyanomicans,Andrena cyanomicans,bees,LC
Andrena,aciculata,Andrena aciculata,bees,DD
Andrena,cordialis,Andrena cordialis,bees,LC
Andrena,vulpecula,Andrena vulpecula,bees,LC
Nomada,errans,Nomada errans,bees,EN
Andrena,aeneiventris,Andrena aeneiventris,bees,LC
Andrena,ranunculorum,Andrena ranunculorum,bees,EN
Nomada,melathoracica,Nomada melathoracica,bees,LC
Andrena,fuliginata,Andrena fuliginata,bees,NA
Andrena,chrysopus,Andrena chrysopus,bees,NT
Andrena,wolfi,Andrena wolfi,bees,NA
Hylaeus,cornutus,Hylaeus cornutus,bees,LC
Andrena,hungarica,Andrena hungarica,bees,CR
Andrena,parviceps,Andrena parviceps,bees,LC
Andrena,grandilabris,Andrena grandilabris,bees,NA
Hylaeus,taeniolatus,Hylaeus taeniolatus,bees,LC
Andrena,chrysopyga,Andrena chrysopyga,bees,DD
Andrena,curiosa,Andrena curiosa,bees,NA
Andrena,coitana,Andrena coitana,bees,LC
Hylaeus,pilosulus,Hylaeus pilosulus,bees,LC
Megachile,parietina,Megachile parietina,bees,LC
Andrena,denticulata,Andrena denticulata,bees,LC
Nomada,merceti,Nomada merceti,bees,LC
Andrena,vulcana,Andrena vulcana,bees,DD
Andrena,fuscosa,Andrena fuscosa,bees,LC
Andrena,aerinifrons,Andrena aerinifrons,bees,LC
Andrena,cantiaca,Andrena cantiaca,bees,DD
Andrena,mucida,Andrena mucida,bees,LC
Andrena,djelfensis,Andrena djelfensis,bees,LC
Andrena,intermedia,Andrena intermedia,bees,LC
Nomada,atroscutellaris,Nomada atroscutellaris,bees,LC
Andrena,combaella,Andrena combaella,bees,LC
Hylaeus,pictipes,Hylaeus pictipes,bees,LC
Andrena,heinrichi,Andrena heinrichi,bees,CR
Andrena,optata,Andrena optata,bees,LC
Andrena,simillima,Andrena simillima,bees,VU
Andrena,bicolorata,Andrena bicolorata,bees,LC
Andrena,abjecta,Andrena abjecta,bees,DD
Andrena,colonialis,Andrena colonialis,bees,NA
Andrena,hyemala,Andrena hyemala,bees,LC
Andrena,caprimulga,Andrena caprimulga,bees,DD
Hylaeus,duckei,Hylaeus duckei,bees,LC
Andrena,variabilis,Andrena variabilis,bees,LC
Andrena,rufula,Andrena rufula,bees,LC
Andrena,lepida,Andrena lepida,bees,LC
Andrena,tenuistriata,Andrena tenuistriata,bees,LC
Andrena,mitis,Andrena mitis,bees,LC
Andrena,macroptera,Andrena macroptera,bees,EN
Hylaeus,nigritus,Hylaeus nigritus,bees,LC
Hylaeus,intermedius,Hylaeus intermedius,bees,LC
Andrena,confinis,Andrena confinis,bees,DD
Nomada,coronata,Nomada coronata,bees,LC
Andrena,blanda,Andrena blanda,bees,LC
Hylaeus,annularis,Hylaeus annularis,bees,LC
Andrena,ranunculi,Andrena ranunculi,bees,LC
Andrena,flavipes,Andrena flavipes,bees,LC
Andrena,labiata,Andrena labiata,bees,LC
Andrena,hybrida,Andrena hybrida,bees,NT
Andrena,dorsata,Andrena dorsata,bees,LC
Andrena,majalis,Andrena majalis,bees,NA
Hylaeus,longimacula,Hylaeus longimacula,bees,LC
Andrena,mucronata,Andrena mucronata,bees,LC
Andrena,stellaris,Andrena stellaris,bees,DD
Andrena,binominata,Andrena binominata,bees,LC
Protosmia,capitata,Protosmia capitata,bees,LC
Hylaeus,conformis,Hylaeus conformis,bees,NA
Hylaeus,dilatatus,Hylaeus dilatatus,bees,LC
Andrena,schlettereri,Andrena schlettereri,bees,NT
Andrena,sardoa,Andrena sardoa,bees,LC
Andrena,hesperia,Andrena hesperia,bees,LC
Andrena,schencki,Andrena schencki,bees,LC
Andrena,panurgimorpha,Andrena panurgimorpha,bees,LC
Andrena,orientana,Andrena orientana,bees,LC
Andrena,hattorfiana,Andrena hattorfiana,bees,LC
Andrena,mediovittata,Andrena mediovittata,bees,NT
Andrena,probata,Andrena probata,bees,NT
Hylaeus,pallidicornis,Hylaeus pallidicornis,bees,DD
Andrena,livens,Andrena livens,bees,LC
Andrena,scita,Andrena scita,bees,LC
Andrena,elmaria,Andrena elmaria,bees,LC
Hylaeus,scutellatus,Hylaeus scutellatus,bees,LC
Andrena,bisulcata,Andrena bisulcata,bees,LC
Andrena,tscheki,Andrena tscheki,bees,NT
Andrena,curvungula,Andrena curvungula,bees,LC
Andrena,monilia,Andrena monilia,bees,EN
Andrena,comta,Andrena comta,bees,EN
Andrena,lathyri,Andrena lathyri,bees,LC
Andrena,nana,Andrena nana,bees,LC
Andrena,cinerea,Andrena cinerea,bees,LC
Andrena,exigua,Andrena exigua,bees,DD
Andrena,serraticornis,Andrena serraticornis,bees,DD
Andrena,aegyptiaca,Andrena aegyptiaca,bees,LC
Andrena,orana,Andrena orana,bees,LC
Nomada,signata,Nomada signata,bees,LC
Andrena,langadensis,Andrena langadensis,bees,LC
Andrena,cussariensis,Andrena cussariensis,bees,NA
Andrena,thoracica,Andrena thoracica,bees,LC
Andrena,subopaca,Andrena subopaca,bees,LC
Hylaeus,nigrifacies,Hylaeus nigrifacies,bees,LC
Andrena,crassana,Andrena crassana,bees,LC
Andrena,humilis,Andrena humilis,bees,LC
Epeolus,flavociliatus,Epeolus flavociliatus,bees,VU
Andrena,antigana,Andrena antigana,bees,LC
Hylaeus,variegatus,Hylaeus variegatus,bees,LC
Hylaeus,styriacus,Hylaeus styriacus,bees,LC
Andrena,propinqua,Andrena propinqua,bees,LC
Epeolus,fallax,Epeolus fallax,bees,LC
Andrena,chersona,Andrena chersona,bees,EN
Andrena,dentiventris,Andrena dentiventris,bees,NA
Hylaeus,punctus,Hylaeus punctus,bees,LC
Hylaeus,rinki,Hylaeus rinki,bees,LC
Andrena,rotundata,Andrena rotundata,bees,LC
Andrena,vaga,Andrena vaga,bees,LC
Andrena,leucophaea,Andrena leucophaea,bees,DD
Andrena,pandellei,Andrena pandellei,bees,LC
Hylaeus,clypearis,Hylaeus clypearis,bees,LC
Andrena,paramythensis,Andrena paramythensis,bees,DD
Andrena,viridescens,Andrena viridescens,bees,LC
Nomada,bluethgeni,Nomada bluethgeni,bees,LC
Andrena,passerina,Andrena passerina,bees,CR
Epeolus,cruciger,Epeolus cruciger,bees,LC
Hylaeus,gazagnairei,Hylaeus gazagnairei,bees,NA
Hylaeus,communis,Hylaeus communis,bees,LC
Andrena,agilissima,Andrena agilissima,bees,LC
Andrena,savignyi,Andrena savignyi,bees,NA
Andrena,roripae,Andrena roripae,bees,DD
Andrena,granulosa,Andrena granulosa,bees,LC
Hylaeus,gibbus,Hylaeus gibbus,bees,LC
Andrena,minapalumboi,Andrena minapalumboi,bees,NA
Andrena,labialis,Andrena labialis,bees,LC
Andrena,florentina,Andrena florentina,bees,LC
Andrena,ferrugineicrus,Andrena ferrugineicrus,bees,LC
Andrena,fabrella,Andrena fabrella,bees,LC
Andrena,tomora,Andrena tomora,bees,LC
Andrena,glandaria,Andrena glandaria,bees,DD
Nomada,fusca,Nomada fusca,bees,LC
Andrena,varia,Andrena varia,bees,DD
Hylaeus,kahri,Hylaeus kahri,bees,LC
Andrena,atrata,Andrena atrata,bees,DD
Andrena,figurata,Andrena figurata,bees,LC
Andrena,spolata,Andrena spolata,bees,NA
Hylaeus,signatus,Hylaeus signatus,bees,LC
Andrena,quadrimaculata,Andrena quadrimaculata,bees,NT
Andrena,ehnbergi,Andrena ehnbergi,bees,NA
Andrena,villipes,Andrena villipes,bees,LC
Andrena,producta,Andrena producta,bees,DD
Andrena,tiaretta,Andrena tiaretta,bees,DD
Andrena,falsifica,Andrena falsifica,bees,LC
Andrena,fucata,Andrena fucata,bees,LC
Andrena,humabilis,Andrena humabilis,bees,DD
Andrena,fumida,Andrena fumida,bees,LC
Andrena,nigroviridula,Andrena nigroviridula,bees,LC
Hylaeus,gredleri,Hylaeus gredleri,bees,LC
Andrena,numida,Andrena numida,bees,DD
Andrena,pyropygia,Andrena pyropygia,bees,LC
Nomada,fabriciana,Nomada fabriciana,bees,LC
Hylaeus,pfankuchi,Hylaeus pfankuchi,bees,LC
Andrena,exquisita,Andrena exquisita,bees,NT
Osmia,pilicornis,Osmia pilicornis,bees,LC
Andrena,lagopus,Andrena lagopus,bees,LC
Megachile,opacifrons,Megachile opacifrons,bees,LC
Andrena,erberi,Andrena erberi,bees,LC
Hylaeus,cardioscapus,Hylaeus cardioscapus,bees,LC
Andrena,albopunctata,Andrena albopunctata,bees,LC
Andrena,asperrima,Andrena asperrima,bees,LC
Andrena,cinereophila,Andrena cinereophila,bees,LC
Andrena,forsterella,Andrena forsterella,bees,LC
Nomada,arrogans,Nomada arrogans,bees,EN
Andrena,tuberculifera,Andrena tuberculifera,bees,NA
Andrena,florivaga,Andrena florivaga,bees,LC
Andrena,mocsaryi,Andrena mocsaryi,bees,LC
Andrena,wilkella,Andrena wilkella,bees,LC
Anthophora,dalmatica,Anthophora dalmatica,bees,LC
Andrena,vaulogeri,Andrena vaulogeri,bees,NT
Andrena,bellidis,Andrena bellidis,bees,LC
Andrena,tunetana,Andrena tunetana,bees,LC
Andrena,leptopyga,Andrena leptopyga,bees,LC
Andrena,gordia,Andrena gordia,bees,DD
Andrena,agnata,Andrena agnata,bees,DD
Andrena,polita,Andrena polita,bees,LC
Andrena,fuscocalcarata,Andrena fuscocalcarata,bees,NA
Andrena,apiformis,Andrena apiformis,bees,DD
Hylaeus,imparilis,Hylaeus imparilis,bees,LC
Andrena,vetula,Andrena vetula,bees,LC
Andrena,bimaculata,Andrena bimaculata,bees,LC
Andrena,limata,Andrena limata,bees,LC
Hylaeus,glacialis,Hylaeus glacialis,bees,EN
Andrena,pandosa,Andrena pandosa,bees,DD
Andrena,schmiedeknechti,Andrena schmiedeknechti,bees,LC
Cubiandrena,cubiceps,Cubiandrena cubiceps,bees,DD
Andrena,alluaudi,Andrena alluaudi,bees,LC
Andrena,verticalis,Andrena verticalis,bees,LC
Andrena,apicata,Andrena apicata,bees,LC
Andrena,fuscipes,Andrena fuscipes,bees,LC
Andrena,rhyssonota,Andrena rhyssonota,bees,LC
Andrena,lindbergella,Andrena lindbergella,bees,EN
Andrena,icterina,Andrena icterina,bees,LC
Andrena,cilissaeformis,Andrena cilissaeformis,bees,LC
Andrena,microthorax,Andrena microthorax,bees,NA
Andrena,barbilabris,Andrena barbilabris,bees,LC
Andrena,potentillae,Andrena potentillae,bees,NT
Andrena,pallidicincta,Andrena pallidicincta,bees,LC
Andrena,compta,Andrena compta,bees,VU
Andrena,helvola,Andrena helvola,bees,LC
Andrena,longibarbis,Andrena longibarbis,bees,LC
Andrena,kamarti,Andrena kamarti,bees,DD
Megachile,hungarica,Megachile hungarica,bees,DD
Hylaeus,leptocephalus,Hylaeus leptocephalus,bees,LC
Hylaeus,paulus,Hylaeus paulus,bees,LC
Andrena,nasuta,Andrena nasuta,bees,NT
Andrena,aberrans,Andrena aberrans,bees,VU
Andrena,rhenana,Andrena rhenana,bees,LC
Andrena,boyerella,Andrena boyerella,bees,CR
Nomada,piccioliana,Nomada piccioliana,bees,LC
Andrena,nanula,Andrena nanula,bees,NT
Andrena,gravida,Andrena gravida,bees,LC
Andrena,orbitalis,Andrena orbitalis,bees,LC
Hylaeus,trinotatus,Hylaeus trinotatus,bees,LC
Andrena,dargia,Andrena dargia,bees,DD
Andrena,dorsalis,Andrena dorsalis,bees,LC
Andrena,corax,Andrena corax,bees,LC
Megachile,lagopoda,Megachile lagopoda,bees,LC
Hylaeus,sinuatus,Hylaeus sinuatus,bees,LC
Nomada,noskiewiczi,Nomada noskiewiczi,bees,EN
Andrena,hypopolia,Andrena hypopolia,bees,LC
Andrena,floricola,Andrena floricola,bees,NT
Andrena,clarkella,Andrena clarkella,bees,LC
Andrena,isis,Andrena isis,bees,NA
Andrena,ampla,Andrena ampla,bees,LC
Hylaeus,lineolatus,Hylaeus lineolatus,bees,LC
Hylaeus,brachycephalus,Hylaeus brachycephalus,bees,LC
Andrena,wilhelmi,Andrena wilhelmi,bees,LC
Hylaeus,soror,Hylaeus soror,bees,LC
Andrena,thomsonii,Andrena thomsonii,bees,DD
Andrena,senecionis,Andrena senecionis,bees,LC
Hylaeus,brevicornis,Hylaeus brevicornis,bees,LC
Andrena,tenuiformis,Andrena tenuiformis,bees,DD
Andrena,clusia,Andrena clusia,bees,CR
Hylaeus,tyrolensis,Hylaeus tyrolensis,bees,LC
Andrena,symphyti,Andrena symphyti,bees,LC
Nomada,ferruginata,Nomada ferruginata,bees,LC
Andrena,soror,Andrena soror,bees,EN
Andrena,doursana,Andrena doursana,bees,LC
Hylaeus,punctulatissimus,Hylaeus punctulatissimus,bees,LC
Andrena,hyacinthina,Andrena hyacinthina,bees,LC
Hylaeus,coriaceus,Hylaeus coriaceus,bees,LC
Andrena,troodica,Andrena troodica,bees,CR
Andrena,nitidiuscula,Andrena nitidiuscula,bees,LC
Andrena,hedikae,Andrena hedikae,bees,LC
Andrena,impunctata,Andrena impunctata,bees,LC
Andrena,gamskrucki,Andrena gamskrucki,bees,DD
Hylaeus,trifidus,Hylaeus trifidus,bees,LC
Andrena,schulzi,Andrena schulzi,bees,LC
Nomada,ariasi,Nomada ariasi,bees,NT
Andrena,congruens,Andrena congruens,bees,DD
Andrena,incisa,Andrena incisa,bees,CR
Andrena,miegiella,Andrena miegiella,bees,LC
Andrena,alfkenelloides,Andrena alfkenelloides,bees,LC
Osmia,moreensis,Osmia moreensis,bees,LC
Andrena,leucopsis,Andrena leucopsis,bees,LC
Andrena,fulvida,Andrena fulvida,bees,NT
Andrena,haemorrhoa,Andrena haemorrhoa,bees,LC
Andrena,cineraria,Andrena cineraria,bees,LC
Andrena,athenensis,Andrena athenensis,bees,LC
Andrena,praecox,Andrena praecox,bees,LC
Andrena,tringa,Andrena tringa,bees,LC
Andrena,ebmerella,Andrena ebmerella,bees,DD
Hoplitis,peniculifera,Hoplitis peniculifera,bees,DD
Colletes,sidemii,Colletes sidemii,bees,NA
Andrena,asperula,Andrena asperula,bees,DD
Andrena,capillosa,Andrena capillosa,bees,DD
Andrena,limonii,Andrena limonii,bees,DD
Andrena,rudolfae,Andrena rudolfae,bees,DD
Andrena,rugulosella,Andrena rugulosella,bees,DD
Epeolus,intermedius,Epeolus intermedius,bees,LC
Epeolus,transitorius,Epeolus transitorius,bees,DD
Andrena,flavilabris,Andrena flavilabris,bees,DD
Andrena,fulvicornis,Andrena fulvicornis,bees,LC
Andrena,discors_new,Andrena discors_new,bees,LC
Andrena,tibialis_new,Andrena tibialis_new,bees,LC
Andrena,assimilis_new,Andrena assimilis_new,bees,LC
Andrena,scotica,Andrena scotica,bees,LC
Andrena,griseobalteata,Andrena griseobalteata,bees,LC
Andrena,chrysosceles_new,Andrena chrysosceles_new,bees,LC
Andrena,biguttata,Andrena biguttata,bees,LC
Andrena,rhypara_new,Andrena rhypara_new,bees,NA
Andrena,russula_new,Andrena russula_new,bees,LC
Hylaeus,hyalinatus_new,Hylaeus hyalinatus_new,bees,LC
Andrena,acerba,Andrena acerba,bees,DD
Andrena,aegypticola,Andrena aegypticola,bees,NT
Andrena,afzeliella,Andrena afzeliella,bees,LC
Andrena,amieti,Andrena amieti,bees,LC
Andrena,asiatica,Andrena asiatica,bees,NA
Andrena,baetica,Andrena baetica,bees,LC
Andrena,crepidis,Andrena crepidis,bees,DD
Andrena,curtivalvis,Andrena curtivalvis,bees,NA
Andrena,falcinella,Andrena falcinella,bees,DD
Andrena,fuligula,Andrena fuligula,bees,NA
Andrena,garrula,Andrena garrula,bees,DD
Andrena,hebescens,Andrena hebescens,bees,DD
Andrena,henotica,Andrena henotica,bees,NA
Andrena,lavandulae,Andrena lavandulae,bees,LC
Andrena,kocoureki,Andrena kocoureki,bees,DD
Andrena,larisana,Andrena larisana,bees,NT
Andrena,laurivora,Andrena laurivora,bees,DD
Andrena,limosa,Andrena limosa,bees,DD
Andrena,lusitania,Andrena lusitania,bees,LC
Andrena,melacana,Andrena melacana,bees,LC
Andrena,nitidemula,Andrena nitidemula,bees,NA
Andrena,oedicnema,Andrena oedicnema,bees,NA
Andrena,omnilaevis,Andrena omnilaevis,bees,LC
Andrena,querquedula,Andrena querquedula,bees,DD
Andrena,rotundilabris,Andrena rotundilabris,bees,NA
Andrena,semiflava,Andrena semiflava,bees,NA
Andrena,ulula,Andrena ulula,bees,NA
Andrena,walishanovi,Andrena walishanovi,bees,DD
Panurginus,corpanus,Panurginus corpanus,bees,NA
Panurginus,turcomanicus,Panurginus turcomanicus,bees,NA
Panurgus,oblitus,Panurgus oblitus,bees,NA
Hylaeus,hyrcanius,Hylaeus hyrcanius,bees,NA
Andrena,fallax,Andrena fallax,bees,NT
Andrena,proxima_new,Andrena proxima_new,bees,LC
Andrena,abbreviata_new,Andrena abbreviata_new,bees,LC
Andrena,bicolor_new,Andrena bicolor_new,bees,LC
Andrena,eversmanniana,Andrena eversmanniana,bees,DD
Andrena,ovatula_new,Andrena ovatula_new,bees,LC
Andrena,ovata,Andrena ovata,bees,LC
Andrena,portosanctana,Andrena portosanctana,bees,DD
Andrena,vocifera,Andrena vocifera,bees,LC
Panurginus,alticolus,Panurginus alticolus,bees,NA
Andrena,nigrospina,Andrena nigrospina,bees,LC
Andrena,pilipes_new,Andrena pilipes_new,bees,LC
Nomada,corcyraea_new,Nomada corcyraea_new,bees,NT
Andrena,alma,Andrena alma,bees,LC
Andrena,mariana_new,Andrena mariana_new,bees,NA
Andrena,marginata_new,Andrena marginata_new,bees,VU
Andrena,inconstans,Andrena inconstans,bees,EN
Andrena,nigropilosa,Andrena nigropilosa,bees,LC
Andrena,spreta_new,Andrena spreta_new,bees,LC
Andrena,limbata_new,Andrena limbata_new,bees,LC
Andrena,morio_new,Andrena morio_new,bees,LC
Eucera,punctatissima,Eucera punctatissima,bees,DD
Colletes,anceps,Colletes anceps,bees,DD
Colletes,kozlovi,Colletes kozlovi,bees,DD
Colletes,wacki,Colletes wacki,bees,NA
Andrena,poupillieri,Andrena poupillieri,bees,LC
Hylaeus,purpurissatus,Hylaeus purpurissatus,bees,LC
Andrena,taedium,Andrena taedium,bees,DD
Andrena,niveata_new,Andrena niveata_new,bees,NT
Andrena,fulvago_new,Andrena fulvago_new,bees,LC
Andrena,pareklisiae_new,Andrena pareklisiae_new,bees,NT
Andrena,alfkenella_new,Andrena alfkenella_new,bees,LC
Andrena,crecca_new,Andrena crecca_new,bees,LC
Andrena,minutuloides_new,Andrena minutuloides_new,bees,LC
Ceylalictus,variegatus,Ceylalictus variegatus,bees,LC
Halictus,alfkenellus,Halictus alfkenellus,bees,DD
Halictus,asperulus,Halictus asperulus,bees,LC
Halictus,brunnescens,Halictus brunnescens,bees,LC
Seladonia,cephalica,Seladonia cephalica,bees,LC
Halictus,cochlearitarsis,Halictus cochlearitarsis,bees,LC
Seladonia,confusa,Seladonia confusa,bees,LC
Halictus,consobrinus,Halictus consobrinus,bees,NA
Halictus,constantinensis,Halictus constantinensis,bees,NA
Seladonia,cyprica,Seladonia cyprica,bees,NA
Halictus,fatsensis,Halictus fatsensis,bees,LC
Halictus,fulvipes,Halictus fulvipes,bees,LC
Seladonia,gavarnica,Seladonia gavarnica,bees,LC
Seladonia,gemmea,Seladonia gemmea,bees,LC
Halictus,graecus,Halictus graecus,bees,NT
Halictus,grossellus,Halictus grossellus,bees,DD
Seladonia,kessleri,Seladonia kessleri,bees,LC
Seladonia,leucahenea,Seladonia leucahenea,bees,LC
Halictus,luganicus,Halictus luganicus,bees,NA
Halictus,maculatus,Halictus maculatus,bees,LC
Seladonia,mucorea,Seladonia mucorea,bees,VU
Halictus,patellatus,Halictus patellatus,bees,LC
Seladonia,pollinosa,Seladonia pollinosa,bees,LC
Seladonia,pseudomucorea,Seladonia pseudomucorea,bees,NA
Halictus,quadricinctus,Halictus quadricinctus,bees,LC
Halictus,resurgens,Halictus resurgens,bees,LC
Halictus,rubicundus,Halictus rubicundus,bees,LC
Halictus,rufipes,Halictus rufipes,bees,NA
Halictus,sajoi,Halictus sajoi,bees,LC
Halictus,scabiosae,Halictus scabiosae,bees,LC
Seladonia,seladonia,Seladonia seladonia,bees,LC
Seladonia,semitecta,Seladonia semitecta,bees,EN
Seladonia,semitica,Seladonia semitica,bees,NA
Halictus,senilis,Halictus senilis,bees,NA
Halictus,sexcinctus,Halictus sexcinctus,bees,LC
Halictus,simplex,Halictus simplex,bees,LC
Seladonia,subaurata,Seladonia subaurata,bees,LC
Halictus,tetrazonianellus,Halictus tetrazonianellus,bees,LC
Halictus,tetrazonius,Halictus tetrazonius,bees,NT
Seladonia,tumulorum,Seladonia tumulorum,bees,LC
Seladonia,vestita,Seladonia vestita,bees,DD
Nomioides,deceptor,Nomioides deceptor,bees,LC
Nomioides,facilis,Nomioides facilis,bees,LC
Nomioides,fortunatus,Nomioides fortunatus,bees,LC
Nomioides,minutissimus,Nomioides minutissimus,bees,LC
Nomiapis,diversipes,Nomiapis diversipes,bees,LC
Nomiapis,equestris,Nomiapis equestris,bees,LC
Nomiapis,femoralis,Nomiapis femoralis,bees,EN
Nomiapis,monstrosa,Nomiapis monstrosa,bees,LC
Nomiapis,valga,Nomiapis valga,bees,EN
Halictus,adjikenticus,Halictus adjikenticus,bees,EN
Halictus,minor,Halictus minor,bees,NA
Seladonia,tuberculata,Seladonia tuberculata,bees,NA
Halictus,compressus,Halictus compressus,bees,LC
Osmia,hellados,Osmia hellados,bees,LC
Coelioxys,acanthopyga,Coelioxys acanthopyga,bees,VU
Paradioxys,pannonicus,Paradioxys pannonicus,bees,VU
Dioxys,ardens,Dioxys ardens,bees,NA
Metadioxys,graecus,Metadioxys graecus,bees,DD
Heriades,clavicornis,Heriades clavicornis,bees,NA
Megachile,albisecta,Megachile albisecta,bees,LC
Icteranthidium,cimbiciforme,Icteranthidium cimbiciforme,bees,CR
Stenoheriades,asiatica,Stenoheriades asiatica,bees,NA
Lithurgus,chrysurus,Lithurgus chrysurus,bees,LC
Stelis,aegyptiaca,Stelis aegyptiaca,bees,NA
Systropha,curvicornis,Systropha curvicornis,bees,LC
Trachusa,byssina,Trachusa byssina,bees,LC
Ensliniana,bidentata,Ensliniana bidentata,bees,LC
Aglaoapis,tridentata,Aglaoapis tridentata,bees,LC
Sphecodes,albilabris,Sphecodes albilabris,bees,LC
Haetosmia,circumventa,Haetosmia circumventa,bees,LC
Pseudoanthidium,alpinum,Pseudoanthidium alpinum,bees,DD
Hofferia,schmiedeknechti,Hofferia schmiedeknechti,bees,LC
Thrincohalictus,prognathus,Thrincohalictus prognathus,bees,NA
